NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,BINGEDRK,HEALTHINS,MENTALHLTH,PHYSHLTH,CHGENROL,FRACDEGRE,RETPCNT
1750,600,600,27,18,7255,6432,6893,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.243733933,15,32950,990,32950,990,0.818,0.639460023,0.777003484,0.210463378,0,NA,NA,NA,NA,1.014672318,0.22124036,75
4431,620,620,28,21,8035,7380,7730,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.286298569,7,27480,500,27480,500,NA,0.121414112,0.909090909,0.76,0,NA,NA,NA,NA,0.944015444,0.200408998,91
5208,570,590,24,20,5730,5535,5653,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.409487459,15,25998,1130,25998,1130,0.455,0.497742962,0.662328767,0.296794209,0,NA,NA,NA,NA,0.927199191,0.132497274,64
2850,NA,NA,NA,19,7361,7220,7299,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.658900027,20,25800,0,25800,0,NA,0.884720096,0.231332357,0.871835443,0,20.1,16.3,12,13,0.93942479,0.303982661,49
4408,640,570,24,18,5932,5536,5731,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.399084901,10,29050,130,29050,130,0.1,0.629406362,0.544307999,0.099390244,0,17.1,15.9,14,14.9,0.932669512,0.164209456,66
7416,595,550,24,18,8707,7573,8221,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.547342193,11,28119,0,28119,0,NA,0.730714725,0.732899566,0.076712952,166.5707641,20.1,16.3,12,13,0.874618626,0.289036545,57
3474,570,630,25,18,6267,5892,6053,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.547378321,11,31200,370,31200,370,NA,0.733967436,0.637259194,0.170044658,41.62849753,NA,NA,NA,NA,1.042913193,0.221020456,72
437,530,580,26,18,8339,7719,7942,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.268095573,12,30520,320,30520,320,NA,0.780888612,0.492307692,0.279947917,0,19.1,15.5,12.2,13.3,0.996324173,0.161454673,82
6523,510,525,24,18,7626,6844,7127,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.525982533,13,31220,1030,31220,1030,NA,0.841807239,0.75249549,0.098609557,0,20.1,16.3,12,13,0.995652174,0.232969432,74
5066,NA,NA,NA,21,4482,4699,4567,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.313253012,8,31000,4500,31000,4500,NA,0.528654303,1,0.368421053,0,20.1,16.3,12,13,0.943181818,0.265060241,82
2605,570,560,25,16,8154,7045,7744,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.409664623,15,8691,4382,21728,4382,0.364,0.191200347,0.766527564,0.230802292,2440.819381,NA,NA,NA,NA,0.955736091,0.240636752,64
5757,NA,NA,NA,24,3194,NA,3194,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0,13,13500,0,13500,0,NA,0.215570482,0.923076923,0.875,0,20.1,16.3,12,13,1.047619048,0.056818182,100
1355,NA,NA,25,30,5774,5258,5430,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.380880121,6,25440,1740,25440,1740,NA,0.906758143,0.901960784,0.434782609,71.69954476,20.1,16.3,12,13,1.00610687,0.061456753,85
5929,550,560,25,18,6770,5976,6472,0.869,-0.504,0.917,0.866,-0.429,0.922,0.254538578,11,28500,150,28500,150,0.1,0.618909173,0.664150943,0.242045455,0,NA,NA,NA,NA,0.942266572,0.208018154,77
2496,590,580,24,16,8025,6655,7381,0.869,-0.504,0.917,0.866,-0.429,0.922,0.217843137,14,8992,662,24766,662,0.333,0.32841943,0.622518698,0.251785946,447.1623529,15.4,14.1,16.2,15.3,1.102464332,0.209372549,81
7783,560,590,25,22,5911,5513,5729,0.869,-0.504,0.917,0.866,-0.429,0.922,0.241413639,12,27040,350,27040,350,NA,0.584786826,0.977739726,0.212784588,0,NA,NA,NA,NA,0.94363551,0.236436038,76
3808,630,638,30,19,9513,7634,8558,0.869,-0.504,0.917,0.866,-0.429,0.922,0.183544304,11,37400,1005,37400,1005,0.364,0.578983677,0.727061915,0.133531788,110.5617089,18,14.7,13.8,13.3,0.973243503,0.23397943,93
420,620,660,29,21,9694,9082,9415,0.869,-0.504,0.917,0.866,-0.429,0.922,0.300218818,9,45660,788,45660,788,0.8,0.500141374,0.653259076,0.176507736,0,NA,NA,NA,NA,1.016911437,0.236761488,92
982,NA,NA,NA,21,7876,7229,7550,0.869,-0.504,0.917,0.866,-0.429,0.922,0.483754513,10,44370,930,44370,930,0,0.646040377,0.576276997,0.211183819,388.8853791,NA,NA,NA,NA,0.972783143,0.218411552,80
4683,600,620,29,20,8481,7409,8037,0.869,-0.504,0.917,0.866,-0.429,0.922,0.307072188,11,31782,1066,31782,1066,NA,0.563299359,0.708901562,0.187827912,63.82850861,17.1,13.6,15.3,14.9,0.985910405,0.207768413,89
4439,530,550,25,22,7184,5895,6614,0.869,-0.504,0.917,0.866,-0.429,0.922,0.167838313,11,29840,185,29840,185,NA,0.603881251,0.780933063,0.206060606,0,NA,NA,NA,NA,1.026149684,0.188049209,74
2190,590,580,27,22,7565,6660,7259,0.869,-0.504,0.917,0.866,-0.429,0.922,0.266715922,20,22913,0,22913,0,NA,0.405476917,0.787307033,0.123871771,0,NA,NA,NA,NA,1.04963164,0.185445142,83
5762,580,570,27,21,7749,7450,7626,0.869,-0.504,0.917,0.866,-0.429,0.922,0.185639229,12,34744,770,34744,770,0.4,0.70875447,0.573322511,0.145351581,113.7775832,NA,NA,NA,NA,0.983634798,0.241681261,82
820,580,590,29,21,5438,4983,5201,0.869,-0.504,0.917,0.866,-0.429,0.922,0.364085667,14,27810,950,27810,950,NA,0.578291599,0.91011236,0.327160494,0,NA,NA,NA,NA,1.09566787,0.144975288,60
2161,540,540,24,18,7852,7306,7631,0.869,-0.504,0.917,0.866,-0.429,0.922,0.184739227,16,7169,1044,18683,1044,NA,0.325970005,0.932616082,0.485731633,69.50828655,17.9,13.7,13.4,13.3,0.952942693,0.124196712,61
4643,560,570,26,16,8893,7323,8183,0.869,-0.504,0.917,0.866,-0.429,0.922,0.307440535,17,8141,1064,28727,1064,NA,0.248528698,0.739718818,0.40685029,5496.045964,18,14.7,13.8,13.3,0.974805402,0.208825936,74
1146,NA,NA,NA,23,4474,4297,4332,0.869,-0.504,0.917,0.866,-0.429,0.922,0.345468481,12,14400,1875,14400,1875,NA,0.784734681,1,0.351351351,0,18,14.7,13.8,13.3,0.80490438,0.152902855,43
5181,550,570,26,18,7528,7101,7286,0.869,-0.504,0.917,0.866,-0.429,0.922,0.304595928,13,26920,500,26920,500,0.545,0.717168247,0.861662786,0.158162454,0,18,14.7,13.8,13.3,0.997691953,0.201110426,77
5244,500,540,24,29,8304,6702,7573,0.869,-0.504,0.917,0.866,-0.429,0.922,0.597641705,31,25940,430,25940,430,NA,0.523838656,0.691651432,0.210572687,0,17.9,13.7,13.4,13.3,1.062651132,0.105088953,56
3809,540,540,25,18,7755,6579,7109,0.869,-0.504,0.917,0.866,-0.429,0.922,0.137332022,17,7104,500,17346,500,NA,0.265839212,0.918936731,0.402820942,30.38053097,17.1,13.6,15.3,14.9,0.99787408,0.158390692,70
5863,510,510,22,17,7631,6752,7226,0.869,-0.504,0.917,0.866,-0.429,0.922,0.358170459,21,8546,200,18876,200,0.364,0.264852853,0.858841546,0.256765261,645.5551098,NA,NA,NA,NA,0.972899125,0.152519058,64
6025,520,510,23,22,6568,5843,6091,0.869,-0.504,0.917,0.866,-0.429,0.922,0.217568948,15,6478,595,18088,595,NA,0.39636187,0.691341705,0.484703633,52.90275792,NA,NA,NA,NA,1.001636996,0.121756895,63
33,520,530,23,19,6608,5804,6201,0.869,-0.504,0.917,0.866,-0.429,0.922,0.314340953,14,6478,595,18088,595,NA,0.386419109,0.770297838,0.483580508,101.0090981,17,16.8,15.1,15.7,0.959096859,0.109405209,64
2603,630,660,30,15,11095,8799,10177,0.869,-0.504,0.917,0.866,-0.429,0.922,0.354879113,17,9087,1301,32945,1301,0.462,0.473642768,0.787161577,0.281350836,1841.528428,16.7,11.1,13.2,12.4,1.033438585,0.211295404,91
2014,500,510,23,19,7137,6436,6745,0.869,-0.504,0.917,0.866,-0.429,0.922,0.48700028,14,6478,595,18088,595,NA,0.402755497,0.757980267,0.45941807,53.95177523,12.2,19.6,16.3,18.2,0.969508063,0.108750349,65
5822,530,510,23,18,6970,6487,6719,0.869,-0.504,0.917,0.866,-0.429,0.922,0.171070013,13,6478,595,18088,595,NA,0.403246229,0.840146991,0.511208311,12.49035667,NA,NA,NA,NA,0.969891095,0.140951123,62
4454,520,520,23,22,6444,6064,6210,0.869,-0.504,0.917,0.866,-0.429,0.922,0.205390754,14,6478,595,18088,595,NA,0.45438384,0.602773246,0.49391069,0.108869146,NA,NA,NA,NA,1.059339608,0.124830598,67
5013,NA,NA,NA,23,4728,4406,4460,0.869,-0.504,0.917,0.866,-0.429,0.922,0.131914894,22,13960,0,13960,0,NA,0.791300572,0.789237668,0.331439394,0,17.9,13.7,13.4,13.3,1.073059361,0.376595745,38
8290,NA,NA,NA,10,4544,4816,4795,0.869,-0.504,0.917,0.866,-0.429,0.922,0.26618705,19,13920,0,13920,0,NA,0.828002124,0.773635153,0.296041308,0,18,14.7,13.8,13.3,0.859793814,0.405275779,76
1789,540,550,30,22,7372,7255,7316,0.869,-0.504,0.917,0.866,-0.429,0.922,0.239924433,15,29650,1152,29650,1152,0.2,0.604264234,0.705471,0.227405248,279.1643577,NA,NA,NA,NA,1.046113307,0.166246851,59
5873,560,580,25,22,6460,6369,6407,0.869,-0.504,0.917,0.866,-0.429,0.922,0.3125,13,31500,0,31500,0,NA,0.597171323,0.595793324,0.300844206,22.10136555,18,14.7,13.8,13.3,1.045005488,0.180409664,77
5095,590,580,27,18,7495,6750,7153,0.869,-0.504,0.917,0.866,-0.429,0.922,0.132687065,14,25346,0,25346,0,NA,0.234259499,0.73879025,0.278207739,0,NA,NA,NA,NA,0.142015144,0.226295062,82
3896,760,780,35,15,14949,11252,13805,0.869,-0.504,0.917,0.866,-0.429,0.922,0.340985137,10,49178,507,49178,507,0.333,0.270078803,0.18733658,0.559934319,9627.655435,NA,NA,NA,NA,1.010219322,0.278655358,98
7158,525,550,24,19,5225,5224,5225,0.869,-0.504,0.917,0.866,-0.429,0.922,0.278475128,11,23400,0,23400,0,NA,0.763952227,0.331210191,0.423076923,0,NA,NA,NA,NA,0.736896197,0.09855881,62
2792,530,540,24,18,9392,7727,8525,0.869,-0.504,0.917,0.866,-0.429,0.922,0.502870064,19,6341,688,15193,688,NA,0.441090788,0.58683274,0.540327471,410.0606192,16,20.2,14.6,15.9,0.97822018,0.177248217,65
796,530,520,23,22,8434,7257,7879,0.869,-0.504,0.917,0.866,-0.429,0.922,0.234724092,14,6251,678,14977,678,NA,0.381133795,0.499159664,0.276094276,6.740376851,NA,NA,NA,NA,0.991856895,0.076312248,53
5009,670,760,32,27,11233,9987,10945,0.869,-0.504,0.917,0.866,-0.429,0.922,0.296644845,12,43122,888,43122,888,0.727,0.670413156,0.610705022,0.20965251,0,NA,NA,NA,NA,0.98907325,0.228314239,94
4467,540,550,24,20,6403,5987,6132,0.869,-0.504,0.917,0.866,-0.429,0.922,0.189198856,11,27030,1010,27030,1010,NA,0.719125179,0.967246673,0.367195767,0,17.9,13.7,13.4,13.3,1.017097126,0.222103004,71
7868,515,530,24,22,6045,5632,5883,0.869,-0.504,0.917,0.866,-0.429,0.922,0.185471406,10,28252,430,28252,430,0.455,0.581909452,0.768260292,0.196197061,0,NA,NA,NA,NA,0.965671642,0.181607419,69
4124,520,510,22,22,5091,5396,5306,0.869,-0.504,0.917,0.866,-0.429,0.922,0.261567517,7,28932,0,28932,0,NA,0.590665059,0.730245232,0.298507463,0,NA,NA,NA,NA,0.967123288,0.210576015,71
7487,590,570,28,21,7408,7493,7466,0.869,-0.504,0.917,0.866,-0.429,0.922,0.251740139,10,38080,800,38080,800,NA,0.456454408,0.81648786,0.298755187,0,NA,NA,NA,NA,1.036057692,0.208236659,86
7893,630,620,29,22,6777,6320,6651,0.869,-0.504,0.917,0.866,-0.429,0.922,0.172917489,12,31232,240,31232,240,NA,0.609658306,0.796056338,0.334041047,132.7753652,NA,NA,NA,NA,1.023848019,0.189498618,85
3633,580,620,27,22,8039,7062,7689,0.869,-0.504,0.917,0.866,-0.429,0.922,0.314781258,14,30500,460,30500,460,0.6,0.555812271,0.767128028,0.207036536,0,NA,NA,NA,NA,1.166012677,0.100698939,76
3820,600,600,29,18,8422,7033,7814,0.869,-0.504,0.917,0.866,-0.429,0.922,0.398275186,12,36280,1170,36280,1170,0.364,0.601454351,0.829102084,0.138920226,302.2344179,NA,NA,NA,NA,0.98875969,0.263622109,86
2362,590,640,28,21,8908,7915,8516,0.869,-0.504,0.917,0.866,-0.429,0.922,0.263459336,9,40400,650,40400,650,0.8,0.460203155,0.626168224,0.267412935,1941.67354,NA,NA,NA,NA,0.937701396,0.223367698,92
6130,510,490,26,22,6584,6266,6409,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.19269103,10,32210,0,32210,0,0.3,0.761487666,0.636942675,0.22875,0,NA,NA,NA,NA,0.960824144,0.198127454,73
4667,660,630,26,21,7365,6952,7169,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.190664037,12,34612,0,34612,0,0.8,0.454794243,0.734290844,0.112818722,0,NA,NA,NA,NA,0.882762623,0.184089415,79
6637,530,530,25,22,6210,5959,6038,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.146141215,8,29900,1000,29900,1000,NA,0.744393249,0.649317406,0.207621551,0,NA,NA,NA,NA,0.928353659,0.248768473,71
6759,620,650,28,21,7539,6948,7254,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.305740988,11,40670,330,40670,330,0.917,0.514395024,0.499479554,0.111342662,312.0627503,20.6,7.4,11.1,9.9,0.988126649,0.190921228,75
5652,NA,NA,NA,24,6228,5287,5601,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.988372093,5,12500,100,12500,100,NA,0.057466251,1,1,0,NA,NA,NA,NA,0.811320755,0.209302326,100
1078,600,600,27,22,6486,5748,6320,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.167892157,14,28630,500,28630,500,NA,0.489333717,0.72027027,0.369606004,249.7254902,NA,NA,NA,NA,1.02,0.21875,88
2336,650,690,30,18,9808,9345,9590,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.18560052,12,35060,146,35060,146,0.636,0.616637316,0.689453519,0.224919567,211.9631074,19.2,10.4,12.5,11.9,1.024475524,0.223143182,88
3263,510,490,22,20,7369,5741,6664,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.361815209,13,27400,1300,27400,1300,0.8,0.90629472,0.756919374,0.352146264,0,NA,NA,NA,NA,1.007828595,0.195012265,66
4518,500,430,28,24,4419,4095,4349,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.273076923,9,15730,850,15730,850,NA,0.37559621,0.356481481,0.435064935,0,NA,NA,NA,NA,0.996168582,0.457692308,70
1900,640,660,25,24,5212,4716,5113,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.127906977,11,16274,492,16274,492,NA,0.333694601,0.661654135,0.715909091,0,NA,NA,NA,NA,0.922252011,0.156976744,77
7151,510,510,24,18,5899,5184,5511,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.412709259,18,26440,570,26440,570,NA,0.586280815,0.484016393,0.216765453,0,NA,NA,NA,NA,0.928616751,0.217628972,66
4364,520,550,23,22,6546,6373,6452,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.293162393,13,24794,680,24794,680,NA,0.665839402,0.966139955,0.393691589,0,19.2,10.4,12.5,11.9,0.955102041,0.238034188,68
2853,750,780,33,21,9953,9075,9549,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.444193912,9,48322,436,48322,436,0,-2.572507942,0.201899593,0.278225806,739.0078918,NA,NA,NA,NA,1.00509915,0.211386697,93
3699,610,660,28,15,11577,9411,10801,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.28908895,19,7098,1121,20462,1121,0.25,0.260095927,0.874903515,0.372015057,5341.385324,NA,NA,NA,NA,1.029168756,0.201959577,88
5293,560,520,21,22,5293,5853,5640,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.508474576,9,22516,1000,28146,1000,NA,0.522284929,0.508900716,0.060944825,0,NA,NA,NA,NA,0.89544688,0.214689266,49
3749,573,625,28,21,7786,7259,7526,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.165546218,11,39760,280,39760,280,0.3,0.540535351,0.676348548,0.199386503,259.4029412,NA,NA,NA,NA,0.978216194,0.236134454,84
1805,NA,NA,NA,18,2182,1799,2069,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.831620166,12,27000,530,27000,530,NA,0.505541453,0.506024096,0.5,218.3064121,NA,NA,NA,NA,1.084394904,0.195301028,70
8123,NA,NA,26,22,6944,6498,6728,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.177486911,13,27620,1474,27620,1474,NA,0.604400185,0.569267865,0.130920293,0,19.5,11.7,12.6,12.2,1.013531441,0.148167539,65
6035,NA,590,24,22,6213,6013,6086,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.202081526,14,29496,200,29496,200,NA,0.658701246,0.61878882,0.30238394,0,20.6,7.4,11.1,9.9,1.063653137,0.229835212,72
2214,600,620,25,18,8380,7018,7729,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.182774855,17,7098,1211,17640,1211,0.455,0.216694718,0.825635104,0.466200466,233.8251869,NA,NA,NA,NA,1.002777006,0.186374965,86
2847,560,610,28,22,6626,5935,6348,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.152238806,13,29300,200,29300,200,NA,0.487055573,0.655297863,0.195697432,0,NA,NA,NA,NA,0.992592593,0.188059701,82
5791,NA,NA,25,18,7501,6947,7220,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.195581015,11,28870,280,28870,280,NA,0.691366114,0.635788522,0.161336176,0,21.6,9.1,11.9,10.9,0.974481659,0.259956356,77
1393,NA,NA,NA,9,6462,5964,6021,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.154411765,5,18900,1540,18900,1540,NA,NA,0.5,1,0,19.5,11.7,12.6,12.2,0.874598071,0.356617647,NA
3775,590,645,27,21,6995,6524,6770,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.156216216,13,35209,667,35209,667,NA,0.727051614,0.854545455,0.321924144,0,NA,NA,NA,NA,0.97831835,0.234594595,77
2138,440,440,24,19,6555,5452,5869,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.337486522,16,28140,750,28140,750,0.273,0.832394146,0.555497107,0.202651515,0,NA,NA,NA,NA,0.949169889,0.185935066,63
7770,500,520,23,22,5372,4869,5099,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.340998686,21,20160,1100,20160,1100,NA,0.778043003,0.667112299,0.318637275,0,NA,NA,NA,NA,1.254223321,0.163929041,60
6024,520,550,26,21,6907,6368,6666,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.228893058,11,37400,980,37400,980,0.6,0.519718826,0.682472691,0.161877046,0,NA,NA,NA,NA,0.933450088,0.245153221,80
6719,430,460,21,22,5889,5480,5723,0.48,-1.01,0.684,-0.819,-1.013,0.752,0.343657817,16,23780,730,23780,730,NA,0.526075825,0.586678832,0.393468118,0,NA,NA,NA,NA,1.006930693,0.196165192,51
5071,620,570,25,18,6288,5765,6019,0.609,-0.846,0.882,0.793,-0.783,0.902,0.264681325,7,27600,355,27600,355,NA,0.819452599,0.77753059,0.35193133,0,NA,NA,NA,NA,0.918690872,0.253270248,80
7941,610,620,28,22,6822,6492,6720,0.609,-0.846,0.882,0.793,-0.783,0.902,0.202113606,14,26730,750,26730,750,NA,0.501724518,0.692428403,0.292917847,6.577278732,NA,NA,NA,NA,0.989973845,0.171290181,80
7910,500,520,23,22,4120,4022,4076,0.609,-0.846,0.882,0.793,-0.783,0.902,0.405046481,11,26010,650,26010,650,0.3,0.431806561,0.637955182,0.232711306,0,NA,NA,NA,NA,0.98046875,0.168658699,49
2312,NA,NA,NA,22,5908,5213,5541,0.609,-0.846,0.882,0.793,-0.783,0.902,0.280936455,10,26680,240,26680,240,NA,0.482816676,0.55974026,0.229698376,0,NA,NA,NA,NA,1.018739353,0.205685619,62
221,540,490,25,18,7124,6262,6729,0.609,-0.846,0.882,0.793,-0.783,0.902,0.285579132,18,4893,1286,18106,1286,0.846,0.402277796,0.87426557,0.446908602,65.24692526,NA,NA,NA,NA,0.978574263,0.200702798,71
5545,NA,NA,NA,18,6709,6152,6465,0.609,-0.846,0.882,0.793,-0.783,0.902,0.3828125,16,3789,1095,13331,1095,0.667,0.38702875,0.907337723,0.510108865,41.89438657,NA,NA,NA,NA,1.038461538,0.195601852,71
6441,NA,NA,NA,24,4251,4055,4185,0.609,-0.846,0.882,0.793,-0.783,0.902,0.249283668,10,12500,3490,12500,3490,NA,0.257882944,0.666666667,0.78125,0,NA,NA,NA,NA,1.287822878,0.148997135,62
3322,500,500,20,33,6252,6229,6241,0.609,-0.846,0.882,0.793,-0.783,0.902,1,21,0,480,0,480,NA,0.01395575,0.864583333,0.75502008,0,18,12.7,10.9,10.3,0.983870968,0.219672131,NA
7669,NA,NA,NA,10,3257,5811,5640,1.221,-0.989,1.389,1.112,-0.861,1.226,0.587525151,26,NA,NA,NA,NA,NA,0.72737493,0.84984985,0.282685512,0,18.1,16.5,13.8,13.9,0.991026919,0.387323944,NA
2501,NA,NA,29,15,10893,8851,10003,0.609,-0.846,0.882,0.793,-0.783,0.902,0.307864005,17,9579,970,24962,970,0.167,0.236413699,0.93006993,0.30311493,9779.552648,18,12.7,10.9,10.3,1.007003714,0.218225342,81
5296,NA,NA,NA,16,9486,7544,8661,0.609,-0.846,0.882,0.793,-0.783,0.902,0.256950889,18,9012,862,23913,862,0.692,0.272876116,0.940735917,0.413176416,6432.078028,NA,NA,NA,NA,0.972562186,0.200155908,85
771,570,530,24,22,6039,5736,5875,0.609,-0.846,0.882,0.793,-0.783,0.902,0.333333333,13,28000,0,28000,0,NA,0.620151574,0.546583851,0.386363636,0,NA,NA,NA,NA,0.967532468,0.167785235,59
6246,470,510,25,24,5091,4983,5079,0.609,-0.846,0.882,0.793,-0.783,0.902,0.296829971,20,14496,490,14496,490,NA,0.364060488,0.5951417,0.401360544,0,NA,NA,NA,NA,0.925333333,0.181556196,44
5971,580,550,24,22,5798,5986,5853,0.609,-0.846,0.882,0.793,-0.783,0.902,0.29004329,13,25788,710,25788,710,NA,0.593060221,0.572959604,0.282014388,0,NA,NA,NA,NA,1.023633678,0.210678211,70
5671,480,500,25,19,5911,6485,6204,0.609,-0.846,0.882,0.793,-0.783,0.902,0.391992091,10,27650,500,27650,500,NA,0.507000066,0.51810585,0.317204301,6.08650519,18.8,12.3,9.4,8.2,0.954470394,0.165101335,68
8011,NA,NA,NA,22,6357,6731,6475,0.609,-0.846,0.882,0.793,-0.783,0.902,0.386913229,18,26194,902,26194,902,NA,0.767480178,0.500690608,0.262068966,0,NA,NA,NA,NA,1.074923547,0.173541963,51
421,NA,NA,24,18,7434,6732,7136,0.609,-0.846,0.882,0.793,-0.783,0.902,0.242156635,17,5396,1514,16148,1514,0.615,0.314253077,0.873351978,0.46294602,272.5438066,NA,NA,NA,NA,0.975405191,0.199279572,75
6556,540,550,24,19,6159,7083,6686,0.609,-0.846,0.882,0.793,-0.783,0.902,0.374142997,11,25900,750,25900,750,NA,0.587053695,0.494369369,0.277904328,0,NA,NA,NA,NA,0.975633063,0.174338883,71
460,500,520,23,19,6132,6021,6080,0.609,-0.846,0.882,0.793,-0.783,0.902,0.5,9,27100,150,27100,150,NA,0.769000748,0.921518987,0.497252747,0,NA,NA,NA,NA,0.892912894,0.219230769,61
3219,490,540,23,22,4661,4112,4451,0.609,-0.846,0.882,0.793,-0.783,0.902,0.3125,12,23400,850,23400,850,NA,0.441962979,0.373668925,0.331606218,0,NA,NA,NA,NA,0.963855422,0.181944444,61
5386,490,520,24,22,4093,4547,4352,0.609,-0.846,0.882,0.793,-0.783,0.902,0.322180917,10,25700,890,25700,890,NA,0.397411562,0.559429477,0.385269122,0,NA,NA,NA,NA,0.976997579,0.19826518,59
800,615,605,27,16,8632,6315,7573,0.609,-0.846,0.882,0.793,-0.783,0.902,0.393296299,19,6385,1510,15124,1510,NA,0.32703714,0.862331483,0.304211882,2707.848137,14.8,18.3,12.1,11.8,0.95596396,0.203919855,72
856,590,540,25,22,4938,4469,4728,NA,NA,NA,NA,NA,NA,0.021069692,17,9600,1950,9600,1950,NA,0.284409617,0.221871548,0.119487909,0,NA,NA,NA,NA,0.933434191,0.13452188,84
1772,630,610,28,22,6761,6090,6520,NA,NA,NA,NA,NA,NA,0.185562016,12,28432,198,28432,198,NA,0.568751775,0.695956454,0.341899441,0,NA,NA,NA,NA,1.02026693,0.203972868,82
291,590,570,27,18,8715,7458,8012,NA,NA,NA,NA,NA,NA,0.178815758,12,37850,1500,37850,1500,NA,0.742295959,0.824533162,0.124170246,0,18.5,8.5,14.3,13.9,1.032391622,0.214437367,80
3827,600,620,27,21,7870,7542,7717,NA,NA,NA,NA,NA,NA,0.411764706,11,24900,570,24900,570,NA,0.093392353,0.327981651,0.730769231,0,NA,NA,NA,NA,1.000582751,0.181712289,84
4060,515,520,26,22,5222,5266,5248,NA,NA,NA,NA,NA,NA,0.358045493,11,20500,600,20500,600,NA,0.700080599,0.467688938,0.059953162,0,NA,NA,NA,NA,1.043975374,0.163437237,64
5958,520,568,24,19,5506,4834,5135,NA,NA,NA,NA,NA,NA,0.264986232,13,24096,500,24096,500,NA,0.6283757,0.697909643,0.289371981,0,NA,NA,NA,NA,1.077361935,0.136835416,61
5443,650,690,31,21,8601,7759,8232,NA,NA,NA,NA,NA,NA,0.227206946,11,39300,0,39300,0,0.8,0.529472895,0.742581888,0.207576544,0,NA,NA,NA,NA,0.989262706,0.215629522,93
5947,520,570,25,19,4913,5045,4971,NA,NA,NA,NA,NA,NA,0.289082462,17,22640,360,22640,360,NA,0.708871224,0.708682239,0.260572139,0,NA,NA,NA,NA,1.24009794,0.189082462,66
5540,580,560,25,18,7309,6806,7049,NA,NA,NA,NA,NA,NA,0.177961348,16,8568,300,17880,300,0.273,0.294208727,0.863304907,0.371510379,53.11106012,NA,NA,NA,NA,1.010980513,0.191780123,74
3843,530,530,26,21,6432,5765,6124,NA,NA,NA,NA,NA,NA,0.196924897,11,35650,0,35650,0,NA,0.459316386,0.661168709,0.212401996,0,NA,NA,NA,NA,1.120609675,0.178592549,66
24,480,465,21,21,6719,5919,6401,NA,NA,NA,NA,NA,NA,0.600938967,12,7406,390,18314,390,0.364,0.159969064,0.489952719,0.121833534,3711.830516,NA,NA,NA,NA,0.842563291,0.170892019,60
6700,620,630,29,15,11066,8993,10251,NA,NA,NA,NA,NA,NA,0.259977231,17,10173,1311,25023,1311,0.538,0.099754675,0.907861328,0.275211101,9092.134432,17.5,7.7,12.9,13.5,1.016327055,0.218803365,82
6895,500,540,23,22,4910,4701,4804,NA,NA,NA,NA,NA,NA,0.31270903,11,18150,410,18150,410,NA,0.431811016,0.388023952,0.456790123,0,NA,NA,NA,NA,0.891207154,0.20735786,51
