NUID,SATREAD,SATMATH,ACTCUM,CARNIGIE,AVGSALMALE,AVGSALWOM,AVGSALTOT,HOUSE,HDEM,HREP,SENATE,SDEM,SREP,PERNWHT,STUFACR,TUITINS,FEEINS,TUITOUT,FEEOUT,FOOTBALL,TUITPER,SLCTVTY,APPEAL,RSRCHPSTU,BINGEDRK,HEALTHINS,MENTALHLTH,PHYSHLTH,CHGENROL,FRACDEGRE,RETPCNT
6895,550,520,23,22,4861,4409,4676,NA,NA,NA,NA,NA,NA,0.325471698,12,16500,330,16500,330,NA,0.281596857,0.477426637,0.397163121,0,NA,NA,NA,NA,0.970992366,0.133647799,52
122,NA,NA,NA,30,3998,4082,4031,NA,NA,NA,NA,NA,NA,0.317073171,5,19356,1534,19356,1534,NA,0.934490515,0.892857143,0.584,0,14.6,11.4,13.3,14.2,0.836734694,0.236933798,NA
5820,620,630,28,15,10235,8428,9450,NA,NA,NA,NA,NA,NA,0.246460492,12,10236,196,24124,196,0.692,0.23806693,0.738589212,0.368615935,5372.459068,14.6,11.4,13.3,14.2,1.000751969,0.188839674,81
3396,550,560,26,18,7454,6367,7011,NA,NA,NA,NA,NA,NA,0.20105524,16,6360,1032,19080,1032,0.25,0.355792007,0.799579832,0.3962165,165.6816692,NA,NA,NA,NA,0.993566322,0.174994004,72
2949,560,560,25,18,7584,6289,6905,NA,NA,NA,NA,NA,NA,0.170959122,16,8472,384,16944,384,NA,0.483595223,0.907198474,0.384130321,103.7580306,NA,NA,NA,NA,0.982406166,0.166979362,69
7695,520,480,23,17,7485,6803,7024,NA,NA,NA,NA,NA,NA,0.390532544,14,22950,0,22950,0,NA,0.873550212,0.457115928,0.406185567,61.09151874,14.6,11.4,13.3,14.2,0.915823699,0.24418146,74
3534,520,530,23,20,6559,6170,6378,NA,NA,NA,NA,NA,NA,0.243215031,15,27268,1350,27268,1350,0.8,0.740635374,0.932829555,0.248424842,0,NA,NA,NA,NA,0.932360097,0.230167015,71
5272,640,660,30,21,8808,7675,8294,NA,NA,NA,NA,NA,NA,0.177493138,11,32010,1350,32010,1350,NA,0.284218142,0.826177285,0.219614417,17.04117109,12.4,10.4,12.3,13.7,0.985572588,0.217749314,83
3844,560,570,26,18,7646,6528,7082,NA,NA,NA,NA,NA,NA,0.233602173,18,9140,0,23352,0,0.615,0.398892884,0.933230915,0.397112828,326.9098428,NA,NA,NA,NA,0.961884029,0.168710394,73
8127,580,570,28,21,7387,6733,7143,0.525,-0.219,0.71,0.437,-0.149,0.587,0.291666667,8,32750,0,32750,0,NA,0.204591363,0.656697009,0.279207921,0,15.7,24.7,14.2,15.3,0.868516285,0.226388889,80
6168,500,480,20,21,7160,6021,6582,0.525,-0.219,0.71,0.437,-0.149,0.587,0.996896819,14,15038,1214,15038,1214,NA,0.272027985,0.405893846,0.130365022,0,17.3,23.4,13.5,14.9,0.893277893,0.144297905,75
1310,490,480,20,19,6697,5831,6246,0.525,-0.219,0.71,0.437,-0.149,0.587,0.97459102,20,4895,1630,4895,10849,0.583,0.224537946,0.439530062,0.31918239,159.8750435,NA,NA,NA,NA,0.959746117,0.168639053,68
465,500,530,23,21,5596,5152,5340,0.525,-0.219,0.71,0.437,-0.149,0.587,0.257264352,19,4734,1275,4734,8134,NA,0.363853566,0.545454545,0.782986111,11.01559178,NA,NA,NA,NA,0.924942642,0.111622962,64
4756,600,630,28,15,10289,7949,9461,0.525,-0.219,0.71,0.437,-0.149,0.587,0.280364157,22,6678,2072,6678,19789,0.615,0.273014004,0.766344994,0.445065323,7956.619767,15.7,22.9,13.6,14.4,1.010180856,0.197241421,85
3306,NA,520,25,19,6781,5800,6320,0.525,-0.219,0.71,0.437,-0.149,0.587,0.394502516,20,4937,1231,4937,1231,NA,0.321759148,0.766666667,0.657844991,129.8118467,15.7,24.7,14.2,15.3,0.897030735,0.112078978,66
7315,570,600,27,16,7764,6612,7344,0.525,-0.219,0.71,0.437,-0.149,0.587,0.331849422,24,6233,1819,20816,1819,0.643,0.342903542,0.65034965,0.485969053,1622.624961,NA,NA,NA,NA,0.956164588,0.151202749,80
7997,630,600,28,18,9105,8091,8648,0.525,-0.219,0.71,0.437,-0.149,0.587,0.44169942,11,35504,1126,35504,1126,NA,0.608949672,0.90247161,0.151739452,217.0619502,17.3,23.4,13.5,14.9,0.940007037,0.197454614,80
2432,540,610,24,18,6845,5941,6419,0.525,-0.219,0.71,0.437,-0.149,0.587,0.286255525,21,4679,1655,15749,1655,0.545,0.376681699,0.752743233,0.612244898,405.4584298,15.3,25.3,14.6,15.6,0.974564103,0.167438434,70
6182,630,670,25,16,8097,6651,7540,0.525,-0.219,0.71,0.437,-0.149,0.587,0.435904185,21,6388,1004,19998,1004,NA,0.371443652,0.435736677,0.518585132,1786.287356,17.3,23.4,13.5,14.9,0.919928969,0.182416425,69
3571,NA,630,25,18,7149,6838,6976,0.525,-0.219,0.71,0.437,-0.149,0.587,0.361203676,21,4986,1977,17144,1977,0.333,0.359185214,0.772197774,0.414012739,538.985459,NA,NA,NA,NA,1.002835443,0.141371302,70
3220,540,560,24,18,6312,5880,6054,0.525,-0.219,0.71,0.437,-0.149,0.587,0.411178003,20,4934,1852,15722,1852,0.5,0.434086741,0.729834791,0.529072348,144.8804924,NA,NA,NA,NA,0.95347841,0.158055531,68
216,NA,NA,NA,20,5352,6176,5850,0.525,-0.219,0.71,0.437,-0.149,0.587,0.472245944,16,9240,1070,9240,1070,NA,0.582113678,0.561797753,0.63,0,17.3,23.4,13.5,14.9,0.89389313,0.152860803,72
5456,NA,NA,23,26,6585,7194,7056,0.525,-0.219,0.71,0.437,-0.149,0.587,0.340387213,18,10134,1016,10134,1016,NA,0.714515028,0.726027397,0.672955975,181.1530842,15.7,22.9,13.6,14.4,1.010004548,0.177397569,52
6466,NA,520,21,18,6961,4326,5683,0.525,-0.219,0.71,0.437,-0.149,0.587,0.96957606,17,6630,0,8274,0,NA,0.197947596,0.536463536,0.593420236,1080.633666,15.7,22.9,13.6,14.4,1.034438282,0.130174564,70
233,480,530,18,19,5754,5506,5676,0.525,-0.219,0.71,0.437,-0.149,0.587,0.97659176,15,3501,1251,4752,6296,0.692,0.171104677,0.206960845,0.453453453,91.73189763,17.3,23.4,13.5,14.9,0.98827884,0.156054931,56
1826,590,590,25,16,8541,6592,7652,0.525,-0.219,0.71,0.437,-0.149,0.587,0.321906888,23,4915,1957,17315,1957,0.692,0.320735306,0.557958662,0.557953027,2592.331048,17.2,20.4,13,13.6,1.002557545,0.158854167,76
5925,710,700,32,15,11892,9414,10897,0.525,-0.219,0.71,0.437,-0.149,0.587,0.374974387,9,44426,3880,44426,3880,0.25,0.313602721,0.279505899,0.203887101,9272.454067,17.3,23.4,13.5,14.9,0.991467461,0.263916399,92
6748,550,550,25,21,8245,8008,8131,0.525,-0.219,0.71,0.437,-0.149,0.587,0.928469242,14,19100,2452,19100,2452,NA,0.429880588,0.659853646,0.221414914,2212.406295,17.3,23.4,13.5,14.9,0.981741573,0.154220315,71
8206,NA,NA,NA,21,7429,6700,7148,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.303854875,10,39942,549,39942,549,NA,0.410949536,0.710955711,0.259016393,0,NA,NA,NA,NA,1.078239609,0.158730159,81
4727,NA,NA,NA,21,10850,9595,10238,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.272964509,10,46750,280,46750,280,0.5,0.518889118,0.254163362,0.38299532,781.8183716,NA,NA,NA,NA,1.007360673,0.233820459,95
1073,NA,NA,NA,21,11372,10988,11184,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.351502802,9,46354,454,46354,454,0.25,0.15631715,0.149098774,0.486460348,1394.803872,NA,NA,NA,NA,1.008217771,0.250127356,98
1251,530,580,NA,9,NA,5628,5628,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.055970149,6,8065,1918,8065,1918,NA,0.31618591,0.333333333,0.875,0,NA,NA,NA,NA,0.967509025,0.26119403,50
4073,710,720,32,21,11988,10862,11500,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.393330064,10,45360,1990,45360,1990,0.25,0.236733064,0.28049728,0.332409972,873.467386,NA,NA,NA,NA,0.987887597,0.233938205,92
6999,NA,NA,NA,22,7061,6661,6840,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.179757085,13,8352,865,17440,865,NA,0.292636434,0.845522898,0.333063864,223.0769231,NA,NA,NA,NA,0.967110415,0.188259109,75
7758,490,500,19,22,6820,6842,6829,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.244375,16,6600,975,9900,975,NA,0.262854318,0.74610245,0.405970149,16.25,NA,NA,NA,NA,0.981595092,0.098125,64
2719,590,600,27,16,10149,8518,9610,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.235769829,16,8370,2236,26250,2236,0.455,0.247796634,0.82574446,0.216794213,5451.63297,NA,NA,NA,NA,1.021607881,0.159953344,77
5266,580,580,26,18,8324,7528,7873,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.450873024,13,32880,1200,32880,1200,NA,0.697983007,0.856845031,0.155717762,705.8645521,NA,NA,NA,NA,0.99979341,0.155697903,80
701,NA,NA,NA,30,5223,5290,5254,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.204081633,10,30940,680,30940,680,NA,0.483747471,0.973333333,0.334246575,0,18,14,11.7,10.6,1.055023923,0.224489796,75
3189,530,530,NA,19,5896,6310,6114,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.366058906,11,30800,1120,30800,1120,NA,0.602766168,0.78531856,0.227513228,0,NA,NA,NA,NA,1.177122642,0.121017832,77
1424,560,550,24,18,9832,8346,9133,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.247556719,15,6578,1218,17290,1218,NA,0.340314318,0.83946046,0.232199118,1033.769634,18,14,11.7,10.6,0.960281549,0.166666667,65
7434,NA,NA,NA,22,6008,5817,5898,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.087108014,11,24620,1200,24620,1200,NA,0.530886086,0.931034483,0.308080808,0,NA,NA,NA,NA,1.034234234,0.25087108,74
7015,520,510,NA,18,11050,9643,10436,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.581938911,15,6172,1846,17046,1846,NA,0.444347343,0.62037037,0.725373134,853.6848606,13.9,14.7,14,13.5,0.987411487,0.19814077,79
2717,480,460,18,17,8538,7816,8178,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.960532573,16,4969,2330,15545,2330,0.5,0.239646506,0.550626482,0.366543665,143.3304803,NA,NA,NA,NA,1.005258126,0.162624822,74
1807,600,650,25,27,7226,6513,7030,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.499067164,12,22176,720,22176,720,NA,0.694943689,0.704960836,0.2,98.61473881,NA,NA,NA,NA,0.96663661,0.215485075,75
4613,480,460,24,22,5499,5326,5418,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.899721448,9,19995,1400,19995,1400,NA,0.364025491,0.449152542,0.21509434,0,NA,NA,NA,NA,0.791184573,0.261142061,60
4119,470,480,NA,20,7359,7222,7291,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.97854705,14,4089,2535,9350,2535,NA,0.046130528,0.43115279,0.160742706,2.227693808,13.9,14.7,14,13.5,0.853694069,0.136762555,69
3584,540,540,21,18,7270,6653,7015,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.360660897,15,5800,2182,17092,2182,0.4,0.211454533,0.585136406,0.385048232,38.60157356,NA,NA,NA,NA,1.027153709,0.198269079,75
4614,NA,NA,NA,21,7902,7621,7735,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.4816088,9,39808,750,39808,750,NA,0.345333179,0.756886228,0.159414557,78.56033001,13.9,14.7,14,13.5,0.958168643,0.168099003,77
5760,NA,NA,NA,19,7640,7454,7531,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.334596438,11,33620,500,33620,500,NA,0.466784228,0.806918239,0.225253313,0,NA,NA,NA,NA,0.952363768,0.236832133,76
2101,740,770,34,15,11380,8817,10307,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.504402614,9,47060,0,47060,0,0.917,0.088981032,0.160797072,0.371775417,54580.67546,13.9,14.7,14,13.5,1.010839036,0.292020506,97
2760,NA,NA,NA,18,9259,7500,8401,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.233691421,12,42690,1400,42690,1400,NA,0.561968506,0.596263435,0.137551415,224.1900981,13.9,14.7,14,13.5,0.986787525,0.25564378,87
4202,640,670,30,16,10649,8543,9686,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.533926585,19,7518,2866,19816,2866,NA,0.234897189,0.596065381,0.267487685,4261.994994,13.9,14.7,14,13.5,1.012894342,0.200902237,89
3308,690,730,NA,15,12738,11371,12209,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.492201643,18,7612,1815,27905,1815,NA,0.23956587,0.479271071,0.329134981,10217.5366,NA,NA,NA,NA,1.00153417,0.253701899,96
1973,670,630,NA,30,6749,6693,6721,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.463905775,10,40850,1540,40850,1540,NA,0.65492627,0.541571568,0.273931367,0,13.9,14.7,14,13.5,0.970859461,0.2306231,88
574,470,460,19,20,8206,7115,7737,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.83051538,14,4767,2520,13791,2520,NA,0.139060808,0.612653948,0.303113914,2654.242412,NA,NA,NA,NA,0.971886755,0.153595437,73
8130,480,480,19,17,8687,8248,8502,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.965459743,14,4960,2418,14444,2418,0.538,0.175441912,0.652454243,0.343640421,3464.268104,13.9,14.7,14,13.5,0.960420956,0.143044307,75
3003,580,570,24,19,7742,7172,7517,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.267821977,13,35021,1000,35021,1000,NA,0.524861888,0.668674699,0.124178232,0,NA,NA,NA,NA,0.959199093,0.228830248,79
509,NA,NA,NA,24,6171,NA,6171,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.051635112,17,10300,0,10300,0,NA,0.25684908,0.779411765,0.79245283,78.23063683,13.9,14.7,14,13.5,1.022887324,0.137693632,85
5402,570,570,28,18,7745,7173,7321,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.34904943,11,31910,1100,31910,1100,NA,0.642902534,0.494558646,0.261613692,2.592648923,13.9,14.7,14,13.5,1.035161375,0.181242079,85
4334,NA,NA,NA,18,7808,6716,7271,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.268312842,16,6268,2292,14614,2292,0.636,0.314582713,0.546944858,0.241039614,120.6507904,NA,NA,NA,NA,1.000827215,0.224196715,82
8249,650,633,28,21,7580,6912,7261,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.265347539,10,11195,2629,26045,2629,NA,0.331328601,0.7886873,0.256427605,345.4074074,NA,NA,NA,NA,0.952173913,0.231354642,85
1862,750,680,31,21,8616,7455,8299,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.236598891,8,47176,550,47176,550,NA,0.320115392,0.869565217,0.453333333,0,NA,NA,NA,NA,0.96953405,0.25323475,86
6635,580,590,25,18,7633,6740,7148,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.357647604,16,6004,2586,17682,2586,0.333,0.32929585,0.592147348,0.252560998,206.5065065,NA,NA,NA,NA,1.011562048,0.219793799,86
3733,680,710,NA,21,11167,10091,10843,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.353340635,9,0,0,0,0,0.615,NA,0.079350664,0.85193133,1998.994962,NA,NA,NA,NA,1.002415459,0.237020811,97
7036,540,550,23,20,8154,8110,8130,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.444379046,15,26976,2004,26976,2004,0.727,0.54596681,0.623082973,0.217734301,0,NA,NA,NA,NA,1.042971148,0.191681381,79
3913,NA,NA,NA,21,8498,7639,8117,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.254289216,11,41596,996,41596,996,NA,0.375817052,0.556600226,0.131081081,0,NA,NA,NA,NA,1,0.215073529,85
2233,600,600,27,21,7580,6683,7079,-0.921,-1.132,0.834,-0.831,-1.104,0.748,0.229700599,11,38350,0,38350,0,0.1,0.487854714,0.761294673,0.183348096,3.113772455,NA,NA,NA,NA,0.977294007,0.180838323,83
2696,485,495,23,18,5883,6178,6062,NA,NA,NA,NA,NA,NA,0.41339971,13,30940,0,30940,0,0.727,0.691132863,0.675715696,0.225712199,0,15.1,17.6,17.3,18,1.115713955,0.281891724,69
3139,778,770,34,21,13350,10697,12035,NA,NA,NA,NA,NA,NA,0.58113804,8,47720,806,47720,806,1,0.090339472,0.138374425,0.399829497,2190.722339,NA,NA,NA,NA,0.98699948,0.249209694,98
1441,NA,NA,NA,19,4377,4686,4538,NA,NA,NA,NA,NA,NA,0.292006525,11,31920,2140,31920,2140,0,0.732715017,0.775720165,0.112068966,0,NA,NA,NA,NA,1.02852349,0.226209897,66
5959,NA,NA,NA,19,8436,7934,8223,NA,NA,NA,NA,NA,NA,0.307440184,12,35510,650,35510,650,0.636,0.541726492,0.813039527,0.159541771,0,16,11.2,14.4,13.2,0.979454254,0.249098656,83
3302,660,710,30,29,15572,14385,15140,NA,NA,NA,NA,NA,NA,0.584895409,14,45120,0,45120,0,NA,0.485691569,0.263106953,0.310239117,1030.288509,NA,NA,NA,NA,0.976392573,0.308340125,94
7147,543,520,23,21,8592,7484,7838,NA,NA,NA,NA,NA,NA,0.378661733,12,30859,0,30859,0,NA,0.700628311,0.630459127,0.229129663,0,NA,NA,NA,NA,1.132332402,0.252543941,77
7156,560,560,25,22,7774,7600,7661,NA,NA,NA,NA,NA,NA,0.343905754,16,31320,1550,31320,1550,0.1,0.754600488,0.624692875,0.200098328,0,16,11.2,14.4,13.2,1.055475849,0.167195288,67
7805,640,690,30,18,12518,12208,12401,NA,NA,NA,NA,NA,NA,0.425103907,12,40990,1521,40990,1521,0.455,0.566176563,0.461147519,0.283642691,534.9958437,NA,NA,NA,NA,0.997512438,0.317373234,94
2481,NA,NA,NA,30,9857,9263,9716,NA,NA,NA,NA,NA,NA,0.628013989,12,37800,1110,37800,1110,NA,0.603514579,0.403809219,0.393182719,0,17.7,10,13.4,12.3,1.027226319,0.138965581,84
5462,720,740,33,16,14699,12526,13825,NA,NA,NA,NA,NA,NA,0.433583478,15,46670,766,46670,766,0.538,0.402972551,0.339103475,0.290539683,2304.302867,NA,NA,NA,NA,0.95867921,0.26553781,96
5806,680,730,31,15,13906,10599,12562,NA,NA,NA,NA,NA,NA,0.545428213,13,45686,978,45686,978,NA,0.470039842,0.345100572,0.209347094,4369.153688,17.7,10,13.4,12.3,0.995506428,0.247875833,93
5460,710,770,33,15,12628,11357,12113,NA,NA,NA,NA,NA,NA,0.556508184,10,45939,1536,45939,1536,NA,0.334090589,0.352159136,0.243826284,8229.074669,NA,NA,NA,NA,0.964516614,0.262821512,93
989,540,550,24,18,8689,8317,8493,NA,NA,NA,NA,NA,NA,0.211143695,19,910,7443,7050,7443,0.4,0.433043166,0.79306777,0.334855403,0,NA,NA,NA,NA,0.985184088,0.192270095,81
1778,NA,NA,NA,9,6150,7104,6897,NA,NA,NA,NA,NA,NA,0.377239199,8,31923,1584,31923,1584,NA,0.942637338,0.904761905,0.228070175,0,NA,NA,NA,NA,1.001054852,0.211801897,NA
3430,520,520,21,19,9411,9030,9145,NA,NA,NA,NA,NA,NA,0.358454371,11,33750,1665,33750,1665,0.3,0.62478572,0.868759178,0.13860131,0,NA,NA,NA,NA,1.007454445,0.192381474,71
6955,490,470,20,13,6078,6287,6165,NA,NA,NA,NA,NA,NA,0.525538462,17,34390,0,34390,0,NA,0.503082175,0.686615887,0.293713682,0,NA,NA,NA,NA,0.999384994,0.190769231,70
3859,530,520,22,21,5809,6350,5990,NA,NA,NA,NA,NA,NA,0.409594096,14,28062,950,28062,950,NA,0.56510094,0.528675704,0.33530572,0,16.5,7,11.6,10.4,0.934482759,0.192496925,72
2156,600,590,26,20,8209,8607,8440,NA,NA,NA,NA,NA,NA,0.378300181,14,35312,220,35312,220,NA,0.508770196,0.692998813,0.128180039,0,17.7,10,13.4,12.3,0.963750436,0.2079566,79
4848,NA,NA,NA,19,7976,7328,7622,NA,NA,NA,NA,NA,NA,0.215101375,13,28994,500,28994,500,0.5,0.546359142,0.731548857,0.272824156,0,NA,NA,NA,NA,1.061603167,0.123980424,83
3448,NA,NA,NA,23,5098,5363,5242,NA,NA,NA,NA,NA,NA,0.692361598,17,27265,995,27265,995,NA,0.7210446,0.655731795,0.140186916,0,17.7,10,13.4,12.3,0.923624595,0.135248774,60
2746,550,560,24,18,8669,8044,8387,NA,NA,NA,NA,NA,NA,0.201467168,15,970,8290,7050,8290,0.6,0.311028231,0.723125328,0.263234228,0.237877975,NA,NA,NA,NA,0.99201278,0.100733584,77
1457,550,550,24,18,8095,7990,8033,NA,NA,NA,NA,NA,NA,0.289423985,16,970,7350,7050,7350,0.909,0.334833618,0.622648752,0.249075216,0,NA,NA,NA,NA,0.980374005,0.128895184,75
27,NA,NA,NA,21,9197,8503,8822,NA,NA,NA,NA,NA,NA,0.324146982,11,46680,1385,46680,1385,NA,0.532322617,0.666417072,0.188764045,2019.909449,NA,NA,NA,NA,0.983225806,0.215223097,78
845,800,800,35,15,20166,17038,19115,NA,NA,NA,NA,NA,NA,0.561483811,8,40418,3520,40418,3520,1,0.078411509,0.059629684,0.808801956,22635.73053,17.4,5.6,10.1,9,1.002138736,0.203307967,98
981,NA,NA,NA,21,10307,9487,9928,NA,NA,NA,NA,NA,NA,0.31981982,10,45080,612,45080,612,0.333,0.29600024,0.43342135,0.336814621,213.1632017,16,11.2,14.4,13.2,0.981298878,0.235273735,94
7928,530,540,23,22,7683,7350,7466,NA,NA,NA,NA,NA,NA,0.34299308,13,29800,1200,29800,1200,NA,0.592651746,0.763216918,0.210327456,40.83693772,19.2,4.1,9,7.4,1.05812357,0.197231834,75
8267,600,640,28,16,11925,10358,11281,NA,NA,NA,NA,NA,NA,0.356091224,18,1454,10993,8567,18833,NA,0.411600451,0.620076645,0.282918455,2221.275982,16.1,11.6,14.3,13.5,1.039407882,0.177492302,84
4818,640,670,30,15,12444,10131,11456,NA,NA,NA,NA,NA,NA,0.37089692,17,1714,11544,9937,18876,0.25,0.29730786,0.613872801,0.204498799,4148.43759,NA,NA,NA,NA,1.012749946,0.237295422,90
4024,570,580,NA,16,10566,9749,10158,NA,NA,NA,NA,NA,NA,0.599134446,16,1714,10252,9758,18632,NA,0.394057079,0.707726896,0.257816419,1603.319542,17.7,10,13.4,12.3,1.008199079,0.175250868,80
7488,570,620,25,26,8035,8746,8488,NA,NA,NA,NA,NA,NA,0.620199147,24,28600,900,28600,900,NA,0.716358566,0.840122825,0.212962963,13.40312945,17.7,10,13.4,12.3,1.060012063,0.255192034,87
2117,570,620,26,22,8139,7079,7830,NA,NA,NA,NA,NA,NA,0.195443645,16,1480,5770,16534,5770,0.4,0.25898814,0.616049383,0.643286573,0,NA,NA,NA,NA,1.070603338,0.199040767,89
3514,NA,NA,NA,22,8047,7547,7817,NA,NA,NA,NA,NA,NA,0.563879052,13,34615,1600,34615,1600,0.364,0.586612005,0.777683135,0.156626506,0,NA,NA,NA,NA,1.16576691,0.160446745,83
7168,NA,NA,NA,21,10567,9339,9886,NA,NA,NA,NA,NA,NA,0.520226537,10,42470,186,42470,186,NA,0.207992109,0.547016557,0.312392918,1246.606392,NA,NA,NA,NA,0.954440154,0.241909385,91
673,500,490,21,22,6430,6296,6353,NA,NA,NA,NA,NA,NA,0.41436865,13,29232,1215,29232,1215,0.5,0.581303344,0.684938272,0.260273973,0,19.2,4.1,9,7.4,0.92669805,0.216255443,68
3708,NA,NA,NA,22,6195,6627,6411,NA,NA,NA,NA,NA,NA,0.587059943,15,28830,1100,28830,1100,NA,0.72213105,0.702584865,0.120567376,0,NA,NA,NA,NA,0.965992647,0.146527117,59
3137,NA,NA,NA,22,8181,7254,7790,NA,NA,NA,NA,NA,NA,0.172135866,17,32070,300,32070,300,0.1,0.560257058,0.762815297,0.213866667,0,NA,NA,NA,NA,0.955971381,0.200345423,71
2840,560,530,23,21,8655,7799,8227,NA,NA,NA,NA,NA,NA,0.332282756,13,1030,7945,9975,7945,NA,0.167302734,0.722652469,0.235766912,0,NA,NA,NA,NA,0.915121549,0.19045475,78
6731,740,760,33,16,13177,10314,11983,NA,NA,NA,NA,NA,NA,0.547335376,14,42534,906,42534,906,NA,0.619843481,0.322206387,0.183403937,3669.200802,17.7,10,13.4,12.3,0.715825098,0.234275124,96
897,530,530,23,22,6504,6906,6795,NA,NA,NA,NA,NA,NA,0.502401537,13,29728,1460,29728,1460,NA,0.600190678,0.789659224,0.282738095,0,NA,NA,NA,NA,1.03685259,0.253121998,86
5251,430,450,NA,21,6400,6116,6191,NA,NA,NA,NA,NA,NA,0.84079602,10,25516,664,25516,664,NA,0.268288788,0.678414097,0.220779221,0,NA,NA,NA,NA,1.005,0.18159204,70
1908,NA,NA,NA,26,7234,7468,7421,NA,NA,NA,NA,NA,NA,0.505190311,12,35750,0,35750,0,NA,0.668422958,0.75907441,0.148834429,0,NA,NA,NA,NA,1.012850467,0.247212611,84
2862,540,540,23,18,9053,8808,8921,NA,NA,NA,NA,NA,NA,0.308882907,15,910,7736,7050,7736,NA,0.332993416,0.705656022,0.312977099,0,NA,NA,NA,NA,0.939391545,0.170423957,81
2071,640,620,28,18,8366,7895,8020,NA,NA,NA,NA,NA,NA,0.310436635,10,35200,1030,35200,1030,NA,0.595405084,0.521630408,0.145254075,70.64998225,17.7,10,13.4,12.3,0.993826072,0.282747604,86
3164,NA,NA,NA,23,5278,5553,5419,NA,NA,NA,NA,NA,NA,0.444736842,6,47442,1109,47442,1109,NA,0.408962213,0.893939394,0.661016949,0,NA,NA,NA,NA,1.00795756,0.394736842,80
1090,NA,NA,NA,21,12467,10591,11370,NA,NA,NA,NA,NA,NA,0.502517027,9,44450,274,44450,274,NA,0.176543368,0.422077922,0.326790451,1412.159313,NA,NA,NA,NA,0.997341996,0.249333728,94
6559,570,600,22,18,8727,7756,8202,NA,NA,NA,NA,NA,NA,0.237375178,13,32980,475,32980,475,0.5,0.463027357,0.708664898,0.354335621,0,15.1,17.6,17.3,18,1.008342923,0.268473609,83
6118,560,570,25,18,10868,9480,10261,NA,NA,NA,NA,NA,NA,0.358035371,18,1417,10264,8099,16520,0.4,0.293930241,0.768201285,0.262891986,2088.235294,NA,NA,NA,NA,0.995312351,0.175124952,79
6183,NA,NA,NA,21,9334,7990,8806,NA,NA,NA,NA,NA,NA,0.156188217,12,37426,0,37426,0,0.455,0.454459971,0.76956377,0.131977499,118.0755239,NA,NA,NA,NA,0.970452801,0.252273626,90
8272,580,590,27,18,8996,8245,8672,NA,NA,NA,NA,NA,NA,0.516652434,11,32530,130,32530,130,NA,0.785154784,0.839062144,0.147178513,0,17.7,10,13.4,12.3,0.926698981,0.266118702,76
7914,760,760,33,15,12305,10386,11496,NA,NA,NA,NA,NA,NA,0.468116781,9,47596,1047,47596,1047,0.5,0.336708414,0.172381252,0.410279805,11597.02473,NA,NA,NA,NA,1.038656473,0.278388884,97
7399,740,740,33,21,12282,10998,11511,NA,NA,NA,NA,NA,NA,0.597328244,7,44802,276,44802,276,NA,0.10867501,0.301061571,0.41819464,4483.587786,NA,NA,NA,NA,0.991672975,0.230916031,94
4872,570,600,26,19,9756,9334,9582,NA,NA,NA,NA,NA,NA,0.279191439,13,31200,2266,31200,2266,0.8,0.650619186,0.801480051,0.151947009,0,15.1,17.6,17.3,18,1.020383402,0.217122473,76
