NUID,CHGENROL_13,FRACDEGRE_13,RETPCNT_13,CHGENROL_14,FRACDEGRE_14,RETPCNT_14,CHGENROL_15,FRACDEGRE_15,RETPCNT_15,CHGENROL_16,FRACDEGRE_16,RETPCNT_16
9226,1,0.187714675,0.7,0.975295237,0.173083181,0.75,1.058261565,0.152623962,0.7,0.957838949,0.198077482,0.7
9310,1,0.109698745,0.6,0.951357638,0.148160875,0.75,0.959127354,0.144064527,0.7,1.013767453,0.124828148,0.7
9034,1,0.184803882,0.76,0.992570433,0.134475992,0.61,1.074287167,0.146074472,0.73,1.032385991,0.121056155,0.7
9705,1,0.249210811,0.88,0.973013597,0.239958288,0.69,1.063268384,0.145687303,0.75,1.011992016,0.123366361,0.77
8518,1,0.191449374,0.69,0.914306531,0.208067663,0.75,1.013170622,0.192575717,0.41,1.007361953,0.12575867,0.66
9053,1,0.163130048,0.74,0.959299962,0.213989724,0.75,1.027513819,0.177762559,0.52,0.980900016,0.195851585,0.62
8799,1,0.17489242,0.78,0.958221334,0.164934967,0.75,1.053249947,0.157067121,0.7,1.041416422,0.198186603,0.7
9690,1,0.196034597,0.89,0.976374823,0.133571229,0.75,1.01914058,0.138037419,0.7,1.075790097,0.121225434,0.7
9564,1,0.195690631,0.75,0.975752681,0.207800602,0.84,1.051946891,0.182851563,0.8,0.957251279,0.122213031,0.7
9073,1,0.19423633,0.82,0.923818554,0.197913893,0.6,1.100237521,0.187694854,0.7,0.99065496,0.12049724,0.7
8502,1,0.220925252,0.86,0.902355981,0.220624587,0.91,0.98090008,0.18837851,0.89,0.991525164,0.124552815,0.87
8328,1,0.215077398,0.87,0.977373037,0.208804178,0.78,0.941918941,0.215844244,0.89,0.942543081,0.123537558,0.86
9888,1,0.198971019,0.79,0.938563908,0.188379277,0.6,1.091572057,0.171223102,0.6,0.98239682,0.199640456,0.64
9814,1,0.140816334,0.65,0.969689447,0.180712511,0.84,1.052229336,0.171836116,0.7,1.065497736,0.123699937,0.7
9473,1,0.178054849,0,0.998556281,0.163453348,0.63,1.073044197,0.20985059,0.7,1.065559737,0.127258769,0.63
8384,1,0.163624244,0.89,1.054933598,0.166875189,0.64,1.071373495,0.172582343,0.7,1.123762703,0.123351519,0.67
9106,1,0.185301576,0.75,0.995815614,0.224820379,0.75,1.114923053,0.186917444,0.7,0.965512075,0.194285362,0.7
9954,1,0.22279478,0.82,0.959987324,0.239586468,0.74,1.048672546,0.141099649,0.74,1.002486082,0.124691443,0.73
9462,1,0.181001646,0.68,0.908766372,0.180248161,0.6,1.087361462,0.179961032,0.64,1.128146688,0.131683705,0.7
8532,1,0.158137244,0.62,0.938529463,0.186819299,0.75,1.081351505,0.160178395,0.9,0.980607918,0.130669111,0.7
9366,1,0.21269008,0.85,0.907949352,0.198779622,0.75,0.992796215,0.221821741,0.76,1.038759344,0.124681985,0.83
9185,1,0.188606047,0.81,1.017915278,0.219032425,0.49,1.087466875,0.191380315,0.74,1.094665327,0.123510632,0.78
9104,1,0.234993494,0.92,0.902510169,0.269732842,0.81,1.002439399,0.205685496,0.91,1.097740892,0.13480188,0.9
9778,1,0.190470279,0.74,0.914667153,0.189549117,0.75,1.095842693,0.195648263,0.6,1.115735084,0.129863199,0.69
8748,1,0.235038751,0.85,0.910768563,0.236627948,0.88,0.981908639,0.201310749,0.89,1.032921763,0.127582859,0.9
9870,1,0.199846837,0.9,0.904953039,0.175703241,0.8,1.033749224,0.177184784,0.85,1.082434626,0.124710676,0.84
8318,1,0.219910766,0.73,1.000640588,0.190895893,0.7,0.992217313,0.209445978,0.73,1.019440297,0.199297669,0.7
8989,1,0.228062935,0.86,0.964442148,0.221235418,0.75,0.988788294,0.218296504,0.85,1.001879685,0.198796835,0.86
8688,1,0.172398536,0.69,1.031411104,0.184468368,0.69,1.067390901,0.194035049,0.7,0.992355823,0.197725752,0.7
8563,1,0.195803274,0.69,0.975938728,0.186744914,0.68,1.072221007,0.196897443,0.93,0.985078298,0.199671408,0.7
8557,1,0.210705452,0.69,0.948857719,0.187869235,0.66,1.041572879,0.197644934,0.7,0.947745199,0.196968836,0.63
8880,1,0.160276833,0.76,0.97888557,0.190801022,0.6,1.036934718,0.169339024,0.62,1.038348406,0.125266935,0.7
8466,1,0.200537855,0.77,0.989681155,0.210147231,0.81,1.062602245,0.161136337,0.82,0.962897101,0.123977658,0.79
9535,1,0.128746815,0.75,0.989753795,0.158769246,0.64,1.023617639,0.159515583,0.7,0.953418989,0.12595425,0.7
9427,1,0.116180686,0.84,0.912586172,0.179695089,0.74,1.105522485,0.156902039,0.7,1.009271424,0.123353987,0.7
9440,1,0.214946018,0.69,0.963860638,0.198700671,0.75,1.080778725,0.179703089,0.66,1.010886795,0.121012975,0.68
9078,1,0.18667368,0.74,1.016478957,0.176656563,0.75,1.062604049,0.183506522,0.76,1.023392879,0.123826171,0.74
8454,1,0.184330115,0.82,1.004688639,0.199736912,0.8,1.051515152,0.197337121,0.79,0.985269124,0.125515685,0.82
8474,1,0.151633514,0.62,1.045277277,0.154289518,0.63,1.040967316,0.17721345,0.7,1.053347768,0.123030771,0.43
8340,1,0.142107958,0.7,0.973338181,0.158653665,0.75,0.966394957,0.151333928,0.7,1.01956303,0.190617686,0.7
8835,1,0.180572143,0.8,0.982076088,0.171442076,0.6,0.981031082,0.217817961,0.79,0.997298325,0.121282786,0.79
9998,1,0.189454063,0.72,1.03827,0.189176259,0.6,1.046104073,0.192153062,0.7,0.975676561,0.197760813,0.7
9868,1,0.17552886,0.7,1.003214312,0.16464867,0.8,1.059938627,0.186998476,0.62,1.004748737,0.120681276,0.78
9875,1,0.200838913,0.59,0.904013914,0.169746578,0.55,1.007931588,0.218876474,0.7,0.983641301,0.122095108,0.62
8484,1,0.166963324,0.65,0.986243823,0.162441012,0.68,1.071854038,0.167825487,0.62,0.986839436,0.123278558,0.7
9409,1,0.167512785,0.84,0.937614839,0.197242402,0.57,1.010780836,0.168707708,0.7,1.22254781,0.130574718,0.7
9547,1,0.185591938,0.75,1.089958726,0.230616102,0.63,1.009608225,0.223016015,0.7,1.076347658,0.121716842,0.7
9508,1,0.16488868,0.71,1.001492692,0.115821354,0.62,1.0608981,0.13522188,0.64,1.029018003,0.123070422,0.7
9453,1,0.15779602,0.71,0.996537355,0.114897736,0.63,1.059551645,0.137476127,0.64,1.017489299,0.120672212,0.7
9434,1,0.14663814,0.94,1.022606446,0.13789158,0.67,1.146459127,0.10726535,0.64,1.122337516,0.129575173,0.7
8414,1,0.223872727,0.76,1.182537176,0.184006276,0.63,1.118403218,0.229098056,0.8,0.930525101,0.185186272,0.7
9866,1,0.25879841,0.82,1.005163004,0.226963023,0.75,1.050571773,0.228409662,0.63,1.014081354,0.122800381,0.68
8477,1,0.207306932,0.76,0.943923177,0.17168646,0.81,1.012726818,0.192774289,0.79,0.992574483,0.12720133,0.73
9763,1,0.131661098,0.94,1.110923224,0.213670873,0.64,1.070605114,0.200368907,0.7,1.170684182,0.123441535,0.7
8573,1,0.191210212,0.78,1.016438392,0.196406908,0.7,1.134585153,0.198038256,0.8,1.03699577,0.123411079,0.79
8309,1,0.232908381,0.96,1.0138137,0.225393577,0.94,1.01037226,0.234434887,0.98,1.017251805,0.122183674,0.97
9799,1,0.160586527,0.71,0.98879679,0.19989608,0.75,1.07525336,0.139143974,0.7,1.053242201,0.126731403,0.7
9995,1,0.194651123,0.61,0.955497238,0.178256553,0.75,1.02816021,0.169722105,0.63,1.023942226,0.129607481,0.72
9599,1,0.223810205,0.82,1.004454541,0.213388189,0.93,1.065929075,0.218643717,0.67,1.000348074,0.121181329,0.73
9607,1,0.163320379,0.75,1.066111733,0.156428271,0.6,1.049307816,0.170608549,0.68,1.007755977,0.124567328,0.64
8718,1,0.19682462,0.72,0.983820566,0.19903351,0.68,1.194841968,0.205006064,0.6,1.021068037,0.120924298,0.7
8969,1,0.180072127,0.79,1.027077964,0.172660273,0.66,1.09345636,0.191145398,0.64,1.089571092,0.123235888,0.7
9511,1,0.137757986,0.75,0.970825946,0.218972926,0.7,1.032914687,0.200913641,0.64,1.09300116,0.124865951,0.7
8867,1,0.240176323,0.83,0.990794149,0.25270741,0.6,0.99843567,0.188162284,0.64,0.986775753,0.193526094,0.7
9717,1,0.244495581,0.83,0.908938064,0.213834833,0.83,1.004578565,0.187164588,0.7,0.953881962,0.195279998,0.7
9923,1,0.247008136,0.62,0.92990536,0.202431997,0.6,0.983851783,0.205034563,0.8,1.09865088,0.120814121,0.82
9154,1,0.186717216,0.6,0.944405557,0.141093838,0.92,1.076345375,0.198425886,0.7,0.941748813,0.196172948,0.72
9752,1,0.150315457,0.78,0.992031672,0.169011935,0.58,1.633963453,0.135448743,0.7,1.178589841,0.139231571,0.7
9033,1,0.152276604,0.89,0.988067818,0.165141421,0.92,1.047820408,0.161825615,0.8,1.110934673,0.194223486,0.7
8915,1,0.147357235,0.62,0.955244324,0.125894191,0.75,1.139065622,0.163842489,0.8,0.961574368,0.195543574,0.7
9808,1,0.165887013,0.6,0.918676148,0.176508331,0.93,0.911829345,0.171698314,0.64,0.906853125,0.189068247,0.63
9514,1,0.184383412,0.67,1.136907849,0.313194023,0.6,0.955804714,0.167703282,0.97,1.180430067,0.124684259,0.7
9065,1,0.224672104,0.67,1.112751805,0.229174085,0.6,1.00475931,0.122059663,0.64,1.025627428,0.126603418,0.7
9509,1,0.172786845,0.61,0.970123414,0.202635976,0.63,0.960292477,0.160757369,0.7,0.84634598,0.18421986,0.7
9472,1,0.221835408,0.78,0.973545101,0.178713788,0.7,0.964991459,0.226155772,0.7,0.933199682,0.189652814,0.7
8777,1,0.150842469,0.73,0.933506661,0.169372858,0.6,0.962599454,0.18462298,0.7,0.945464136,0.196336884,0.7
9515,1,0.156681511,0.6,0.97557471,0.179913126,0.7,0.989519319,0.154988928,0.7,0.978814833,0.185742246,0.7
9980,1,0.165901418,0.61,0.96342619,0.172555526,0.8,0.943144951,0.179350335,0.91,0.984696584,0.191866159,0.7
8713,1,0.123859149,0,0.988688951,0.162349839,0.75,0.976533672,0.136654614,0.75,0.941357575,0.182608104,0.72
