"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","BINGEDRK","HEALTHINS","MENTALHLTH","PHYSHLTH","RETPCNT"
"301",4439,560,560,25,22,7195,6046,6637,0.851,-0.5,0.917,0.814,-0.407,0.894,0.170915958,12,28000,185,28000,185,0,0.385408478,0.692195122,0.230443975,0,0,0,0,0,79
"302",2190,610,610,27,22,6587,6026,6425,0.851,-0.5,0.917,0.814,-0.407,0.894,0.3875,26,24670,0,24670,0,0,0.39121538,0.801240402,0.131220052,0,0,0,0,0,81
"303",5762,590,580,28,21,7983,7347,7711,0.851,-0.5,0.917,0.814,-0.407,0.894,0.180187874,12,32423,600,32423,600,0.2,0.293205137,0.644736842,0.15735768,68.53800171,0,0,0,0,82
"304",820,540,520,24,21,4514,4763,4612,0.851,-0.5,0.917,0.814,-0.407,0.894,0.298342541,14,24471,900,24471,900,0,0.433049866,0.931623932,0.24587156,0,0,0,0,0,62
"305",2161,550,550,25,18,7731,6850,7360,0.851,-0.5,0.917,0.814,-0.407,0.894,0.181870265,17,6938,1011,18081,1011,0,0.373119973,0.908741878,0.506662333,61.6295754,14.9,18.9,13.3,12.8,68
"306",4643,550,570,25,16,8423,7028,7799,0.851,-0.5,0.917,0.814,-0.407,0.894,0.291219921,19,7878,1031,29058,1031,0,0.233890199,0.704876161,0.433622488,4695.396278,14.9,20,13.8,13.7,71
"307",1146,0,0,0,23,4589,4105,4260,0.851,-0.5,0.917,0.814,-0.407,0.894,0.424778761,12,14400,2625,14400,2625,0,0.778413239,1,0.573573574,0,14.9,20,13.8,13.7,42
"308",5181,550,570,25,18,7442,6829,7090,0.851,-0.5,0.917,0.814,-0.407,0.894,0.311506375,11,25154,260,25154,260,0.818,0.647138137,0.664802825,0.211376715,0,14.9,20,13.8,13.7,74
"309",5244,510,540,24,29,7442,6973,7244,0.851,-0.5,0.917,0.814,-0.407,0.894,0.5285623,36,24450,410,24450,410,0,0.401479089,0.705658944,0.229278794,0,14.9,18.9,13.3,12.8,56
"310",3809,550,550,24,18,7441,6230,6785,0.851,-0.5,0.917,0.814,-0.407,0.894,0.134745827,17,6637,320,15977,320,0,0.305683475,0.713428228,0.387740385,49.59629601,15.8,18.2,14.4,14.3,72
"311",5863,510,510,22,17,7474,6577,7057,0.851,-0.5,0.917,0.814,-0.407,0.894,0.324186864,20,8216,200,18146,200,0.571,0.262326398,0.825368627,0.294769694,695.4367073,0,0,0,0,64
"312",6025,520,520,22,22,6276,5365,5696,0.851,-0.5,0.917,0.814,-0.407,0.894,0.16904277,16,6220,591,17490,591,0,0.265632078,0.672585227,0.555438226,32.0694501,0,0,0,0,64
"313",33,520,520,23,19,6225,5263,5766,0.851,-0.5,0.917,0.814,-0.407,0.894,0.230190215,13,6314,591,17490,591,0,0.363185237,0.733333333,0.529741863,90.35866138,13.6,22.9,14.9,15,66
"314",2603,630,660,30,15,10662,8436,9783,0.851,-0.5,0.917,0.814,-0.407,0.894,0.302177858,17,9087,1301,31940,1301,0.333,0.444479077,0.760904241,0.278878126,2042.653042,13.9,16.5,12.6,12.5,89
"315",2014,510,510,22,19,6854,6365,6586,0.851,-0.5,0.917,0.814,-0.407,0.894,0.46628997,15,6263,591,17490,591,0,0.403241089,0.767792521,0.562450903,65.27854116,10.3,28.6,17.3,18.3,67
"316",5822,530,520,23,18,6917,6357,6624,0.851,-0.5,0.917,0.814,-0.407,0.894,0.145231303,14,6236,591,17490,591,0,0.390168785,0.803238469,0.600488699,18.48331886,0,0,0,0,62
"317",4454,510,520,23,22,6087,5683,5819,0.851,-0.5,0.917,0.814,-0.407,0.894,0.131746564,15,6196,591,17490,591,0,0.390368765,0.637608069,0.466666667,0.805397251,0,0,0,0,63
"318",5013,0,0,0,23,4982,4471,4556,0.851,-0.5,0.917,0.814,-0.407,0.894,0.111358575,17,13880,0,13880,0,0,0.812971531,0.783870968,0.366255144,0,14.9,18.9,13.3,12.8,88
"319",8290,0,0,0,10,4766,4459,4485,0.851,-0.5,0.917,0.814,-0.407,0.894,0.19544592,24,13880,0,13880,0,0,0.834250368,0.507633588,0.30075188,0,14.9,20,13.8,13.7,65
"320",1789,540,560,24,22,7343,6171,6850,0.851,-0.5,0.917,0.814,-0.407,0.894,0.19010043,15,28000,1040,28000,1040,0.4,0.363450625,0.742845943,0.227440633,0,0,0,0,0,69
"321",5873,560,560,26,22,6097,5908,5989,0.851,-0.5,0.917,0.814,-0.407,0.894,0.292177705,13,29400,0,29400,0,0,0.656449127,0.564375605,0.279588336,64.5478332,14.9,20,13.8,13.7,74
"322",5095,590,590,27,18,7160,6778,6993,0.851,-0.5,0.917,0.814,-0.407,0.894,0.283094099,16,24102,0,24102,0,0,0.647242632,0.950480629,0.450812136,0,0,0,0,0,84
"323",3896,750,770,34,15,14158,10662,13102,0.851,-0.5,0.917,0.814,-0.407,0.894,0.351646612,10,45730,507,45730,507,0.615,0.112297162,0.211440702,0.531307794,8496.279291,0,0,0,0,98
"324",7158,530,530,23,19,4653,3944,4290,0.851,-0.5,0.917,0.814,-0.407,0.894,0.204009434,12,19800,0,19800,0,0,0.616563044,0.550445104,0.247978437,0,0,0,0,0,70
"325",2792,530,540,0,18,8676,7536,8118,0.851,-0.5,0.917,0.814,-0.407,0.894,0.462224866,19,6159,671,14758,671,0,0.454647378,0.596767333,0.673556664,374.7359565,13.7,27.3,15,15.8,74
"326",796,530,530,23,22,7585,6396,7014,0.851,-0.5,0.917,0.814,-0.407,0.894,0.206716618,15,6151,645,15533,645,0,0.385722048,0.725085911,0.536492891,5.232138079,0,0,0,0,57
"327",5009,660,740,32,27,10367,9485,10195,0.851,-0.5,0.917,0.814,-0.407,0.894,0.269900498,13,40449,834,40449,834,0.7,0.459386968,0.587874659,0.224797219,0,0,0,0,0,94
"328",4467,530,530,24,20,5908,5684,5763,0.851,-0.5,0.917,0.814,-0.407,0.894,0.183013504,12,24659,930,24659,930,0,0.690726419,0.968553459,0.372294372,0,14.9,18.9,13.3,12.8,71
"329",7868,550,563,24,22,5830,5083,5523,0.851,-0.5,0.917,0.814,-0.407,0.894,0.19698059,11,27295,190,27295,190,0.727,0.313935488,0.664122137,0.206896552,0,0,0,0,0,74
"330",4124,540,510,23,22,4819,5135,5017,0.851,-0.5,0.917,0.814,-0.407,0.894,0.209809264,8,27410,370,27410,370,0,0.491636727,1,0.292253521,0,0,0,0,0,82
"331",7487,610,600,28,21,7294,6928,7047,0.851,-0.5,0.917,0.814,-0.407,0.894,0.235448005,10,35210,760,35210,760,0,0.334371283,0.833432128,0.268847795,0,0,0,0,0,89
"332",7893,630,630,30,22,6661,6263,6559,0.851,-0.5,0.917,0.814,-0.407,0.894,0.153490166,13,29298,240,29298,240,0,0.502462369,0.880347594,0.330296128,168.6972619,0,0,0,0,88
"333",3633,560,600,27,22,8223,6716,7709,0.851,-0.5,0.917,0.814,-0.407,0.894,0.290983607,11,29300,300,29300,300,0.6,0.515497248,0.759861592,0.244535519,0,0,0,0,0,72
"334",3820,600,620,29,18,7778,6389,7110,0.851,-0.5,0.917,0.814,-0.407,0.894,0.346469294,12,33680,1080,33680,1080,0.333,0.506700475,0.82360191,0.1335578,289.0578116,0,0,0,0,84
"335",2362,600,640,27,21,8899,7929,8554,0.851,-0.5,0.917,0.814,-0.407,0.894,0.24122807,10,37100,650,37100,650,0.833,0.16705747,0.699761716,0.290578888,1644.95614,0,0,0,0,89
"336",6130,480,515,25,22,6389,5863,6132,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.175754221,9,30406,0,30406,0,0.5,0.474486209,0.678891606,0.241296519,0,0,0,0,0,73
"337",4667,535,565,27,21,7274,6719,7017,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.17768595,13,32124,0,32124,0,0.8,0.3637907,0.68904824,0.202932829,0,0,0,0,0,78
"338",6637,528,540,24,22,6433,6056,6177,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.140122511,8,28000,900,28000,900,0,0.637355351,0.704930096,0.191022965,0,0,0,0,0,73
"339",6759,645,630,28,21,8286,6739,7651,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.254666667,11,36990,330,36990,330,0.5,0.464733951,0.553041434,0.19978746,349.15,20.5,9.2,9.4,9.6,78
"340",5652,0,0,0,24,5849,4535,4878,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.98019802,5,12250,100,12250,100,0,0.045124611,0.909090909,0.9,0,0,0,0,0,64
"341",1078,590,610,27,22,6223,5520,6081,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.244776119,15,27000,460,27000,460,0,0.448818623,0.7299444,0.385201306,0,0,0,0,0,84
"342",2336,640,670,30,18,9901,8538,9298,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.182660688,12,32100,146,32100,146,0.636,0.51783206,0.692557134,0.193979933,108.0124066,18.3,13,10.5,11.3,89
"343",3263,490,490,23,20,6288,5596,6007,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.358761988,13,25730,1220,25730,1220,0.4,0.696612621,0.77877326,0.394690265,0,0,0,0,0,65
"344",4518,578,568,25,24,4499,3906,4370,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.237864078,9,14600,790,14600,790,0,0.398328437,0.397590361,0.616161616,0,0,0,0,0,85
"345",1900,550,560,24,24,5079,4805,5049,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.065902579,13,15598,488,15598,488,0,0.346223399,0.673333333,0.871287129,0,0,0,0,0,67
"346",7151,470,490,23,18,5512,5216,5338,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.33147223,13,24570,350,24570,350,0,0.543966382,0.498386353,0.260869565,0,0,0,0,0,60
"347",4364,490,550,23,22,6518,6446,6479,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.290348743,13,22986,440,22986,440,0,0.632446111,0.987046632,0.366141732,0,18.3,13,10.5,11.3,71
"348",2853,740,760,33,21,10260,9262,9769,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.417910448,9,45217,403,45217,403,0.3,0.070459658,0.280125454,0.256334708,537.8874856,0,0,0,0,94
"349",3699,630,680,29,15,11262,9000,10468,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.274785986,19,6648,1083,19534,1083,0.167,0.248987495,0.869068971,0.377798624,5417.062194,0,0,0,0,86
"350",5293,0,540,24,22,4582,5539,5152,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.338129496,10,25530,480,25530,480,0,0.576293261,0.410652921,0.10460251,0,0,0,0,0,58
"351",3749,610,640,28,21,7941,7438,7695,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.146906188,12,38170,200,38170,200,0.5,0.471684701,0.711627907,0.228349673,172.451497,0,0,0,0,85
"352",1805,0,0,0,18,2466,1942,2312,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.731499673,11,26000,430,26000,430,0,0.412475116,0.380952381,0.875,276.3588736,0,0,0,0,72
"353",8123,530,590,25,22,6722,6186,6454,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.213823529,13,25710,1470,25710,1470,0,0.467472737,0.568192771,0.149703138,0,19.7,14.1,10.8,11.7,75
"354",6035,0,0,25,22,6098,5909,5974,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.167675827,14,27010,0,27010,0,0,0.614087502,0.568345324,0.339240506,0,20.5,9.2,9.4,9.6,81
"355",2214,615,568,25,18,8753,7442,8135,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.156606962,16,6648,1101,16546,1101,0.643,0.227510692,0.777186312,0.49853229,232.4216289,0,0,0,0,85
"356",2847,600,640,27,22,6544,5846,6266,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.160727824,13,27680,180,27680,180,0,0.378446676,0.77830941,0.322745902,0,0,0,0,0,77
"357",5791,0,0,25,18,7669,6886,7265,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.1947382,11,27300,240,27300,240,0,0.568400299,0.960731212,0.184637068,0,20.9,11.3,10.1,10.5,77
"358",1393,0,0,0,9,2273,2255,2257,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.203773585,5,17460,1360,17460,1360,0,0,0.24,0.833333333,0,19.7,14.1,10.8,11.7,0
"359",3775,0,0,27,21,6652,6275,6479,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.162506118,13,31935,615,31935,615,0,0.492822579,0.854531607,0.308377897,0,0,0,0,0,82
"360",2138,0,0,23,19,7009,5663,6231,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.331663884,18,26084,750,26084,750,0.545,0.811313675,0.699355762,0.236438076,0,0,0,0,0,67
"361",7770,490,540,21,22,5530,4937,5258,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.294991745,26,19266,1050,19266,1050,0,0.7139601,0.688502674,0.289320388,0,0,0,0,0,54
"362",6024,580,600,27,21,6990,6414,6730,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.226689001,12,35170,950,35170,950,0.923,0.460505406,0.788311688,0.254805052,0,0,0,0,0,74
"363",6719,0,0,0,22,5861,5847,5855,0.411,-0.984,0.654,-0.79,-1.041,0.721,0.286434464,17,18507,460,18507,460,0,0.531794565,0.595870206,0.551155116,0,0,0,0,0,63
"364",5071,525,580,26,18,5907,5573,5745,0.625,-0.826,0.885,0.781,-0.783,0.899,0.260796545,10,25950,340,25950,340,0,0.539958326,0.695283019,0.303934871,0,0,0,0,0,80
"365",7941,645,600,27,22,6405,6078,6299,0.625,-0.826,0.885,0.781,-0.783,0.899,0.201584507,14,24850,250,24850,250,0,0.434403175,0.977767897,0.221919054,43.24823944,0,0,0,0,77
"366",7910,470,510,24,22,4304,3843,4100,0.625,-0.826,0.885,0.781,-0.783,0.899,0.271857923,10,23765,625,23765,625,0.545,0.300326027,0.974481659,0.307692308,0,0,0,0,0,60
"367",2312,435,475,25,22,5622,5355,5463,0.625,-0.826,0.885,0.781,-0.783,0.899,0.308098592,10,24200,0,24200,0,0,0.36792417,0.490996399,0.268948655,0,0,0,0,0,63
"368",221,495,585,24,18,6998,5834,6474,0.625,-0.826,0.885,0.781,-0.783,0.899,0.272450331,18,4500,1246,16650,1246,0.364,0.397169621,0.764883956,0.498021108,47.04423841,0,0,0,0,73
"369",5545,0,0,0,18,6940,6259,6626,0.625,-0.826,0.885,0.781,-0.783,0.899,0.393755421,17,3450,1019,12140,1019,0.636,0.38629113,0.878949528,0.478524743,41.48909677,0,0,0,0,68
"370",6441,0,0,0,24,4639,4413,4564,0.625,-0.826,0.885,0.781,-0.783,0.899,0.201342282,10,11000,3290,11000,3290,0,0.398924564,0.535714286,0.693333333,0,0,0,0,0,62
"371",3322,500,480,19,33,6094,6403,6241,0.625,-0.826,0.885,0.781,-0.783,0.899,1,20,0,240,0,240,0,0.014917506,0.581005587,0.788461538,4112.608602,16.8,13.9,9.5,9.6,0
"372",7669,0,0,0,10,5351,3810,3969,1.162,-0.901,1.381,1.086,-0.861,1.206,0.517371601,19,0,0,0,0,0,0.764864183,1,0.617021277,0,14.7,17.7,12.6,13.7,0
"373",2501,0,0,28,15,10648,8693,9845,0.625,-0.826,0.885,0.781,-0.783,0.899,0.289162562,17,8807,900,22947,900,0.25,0.228188057,0.914187861,0.283335646,9924.372611,16.8,13.9,9.5,9.6,80
"374",5296,0,0,0,16,8886,7296,8251,0.625,-0.826,0.885,0.781,-0.783,0.899,0.255615357,19,8223,811,21813,811,0.692,0.248663221,0.949344706,0.411635806,5958.492537,0,0,0,0,83
"375",771,550,590,26,22,5683,5658,5671,0.625,-0.826,0.885,0.781,-0.783,0.899,0.336188437,14,25200,0,25200,0,0,0.452322038,0.614726027,0.401114206,0,0,0,0,0,63
"376",6246,0,0,25,24,5257,4876,5219,0.625,-0.826,0.885,0.781,-0.783,0.899,0.30617284,17,13152,490,13152,490,0,0.443277946,0.590909091,0.673076923,0,0,0,0,0,60
"377",5971,510,560,25,22,5491,5592,5519,0.625,-0.826,0.885,0.781,-0.783,0.899,0.281524927,13,23390,645,23390,645,0,0.352066487,0.992792793,0.275862069,0,0,0,0,0,57
"378",5671,490,470,25,19,6093,6549,6327,0.625,-0.826,0.885,0.781,-0.783,0.899,0.237600378,7,24250,1090,24250,1090,0,0.621399631,0.689940828,0.308747856,0,18,12.2,8.4,8.2,67
"379",8011,0,0,0,22,5134,6426,5579,0.625,-0.826,0.885,0.781,-0.783,0.899,0.347294939,18,24370,784,24370,784,0,0.718994205,0.994736842,0.457671958,0,0,0,0,0,63
"380",421,0,0,24,18,7425,6591,7094,0.625,-0.826,0.885,0.781,-0.783,0.899,0.217039945,19,4936,1294,15042,1294,0.846,0.269040791,0.791878173,0.470238095,299.1072501,0,0,0,0,72
"381",6556,530,525,24,19,5982,5669,5811,0.625,-0.826,0.885,0.781,-0.783,0.899,0.379701185,9,23750,700,23750,700,0,0.642068027,0.474966171,0.307692308,0,0,0,0,0,69
"382",460,470,540,25,19,5595,5706,5646,0.625,-0.826,0.885,0.781,-0.783,0.899,0.397226502,8,24685,150,24685,150,0,0.59396745,0.879271071,0.31865285,0,0,0,0,0,66
"383",3219,530,510,24,22,4755,4082,4526,0.625,-0.826,0.885,0.781,-0.783,0.899,0.319888734,14,21700,250,21700,250,0,0.439491129,0.443708609,0.350746269,0,0,0,0,0,63
"384",5386,550,570,25,22,4600,4842,4724,0.625,-0.826,0.885,0.781,-0.783,0.899,0.31510107,12,23100,800,23100,800,0,0.375941289,0.856846473,0.384987893,0,0,0,0,0,61
"385",800,0,0,0,16,8557,6292,7532,0.625,-0.826,0.885,0.781,-0.783,0.899,0.374373784,18,5869,1396,13903,1396,0,0.286024387,0.955280053,0.366859791,2896.43172,13.9,20,10.8,11.6,75
"386",856,470,510,24,22,4876,4192,4569,0,0,0,0,0,0,0.02685624,17,9200,1780,9200,1780,0,0.230270007,0.361650485,0.123489933,0,0,0,0,0,75
"387",1772,628,608,28,22,6446,5987,6303,0,0,0,0,0,0,0.17279597,12,26670,198,26670,198,0,0.545364767,0.686982694,0.332968237,0,0,0,0,0,81
"388",291,590,590,27,18,8322,7183,7648,0,0,0,0,0,0,0.169564122,12,34900,1390,34900,1390,0,0.73554958,0.833954893,0.141822828,0,14.6,11.4,13.3,14.2,80
"389",3827,603,623,27,21,7665,7429,7556,0,0,0,0,0,0,0.351680185,10,23400,870,23400,870,0,0.019212223,0.336567617,0.74954955,0,0,0,0,0,84
"390",4060,480,580,25,22,5220,5355,5287,0,0,0,0,0,0,0.333333333,14,19500,490,19500,490,0,0.487288529,0.49268033,0.088600756,0,0,0,0,0,66
"391",5958,520,520,23,19,5523,5357,5437,0,0,0,0,0,0,0.216627635,13,22342,500,22342,500,0,0.660997734,0.727170659,0.269171384,0,0,0,0,0,58
"392",5443,660,680,31,21,8129,7439,7855,0,0,0,0,0,0,0.17562724,10,37100,20,37100,20,0.909,0.243275892,0.715717723,0.216246499,0,0,0,0,0,90
"393",5947,530,550,25,19,5446,5346,5404,0,0,0,0,0,0,0.178891158,16,19640,360,19640,360,0,0.59970483,0.662790698,0.263157895,0,0,0,0,0,60
"394",5540,560,560,24,18,7257,6677,6954,0,0,0,0,0,0,0.173661134,15,7920,0,17448,0,0.692,0.310240613,0.738747954,0.361118804,89.83975363,0,0,0,0,72
"395",3843,580,570,27,21,6713,5904,6322,0,0,0,0,0,0,0.203889586,9,32960,0,32960,0,0,0.409904036,0.887505984,0.147249191,0,0,0,0,0,67
"396",24,480,445,21,21,6511,5706,6179,0,0,0,0,0,0,0.681946625,12,7014,390,16824,390,0.3,0.236521427,0.476911315,0.091696056,2116.306122,0,0,0,0,44
"397",6700,620,640,28,15,10459,8630,9766,0,0,0,0,0,0,0.247848537,18,9403,1213,21675,1213,0.417,0.104382677,0.722058326,0.347287341,9196.967265,12.4,10.4,12.3,13.7,82
"398",6895,550,520,23,22,4861,4409,4676,0,0,0,0,0,0,0.325471698,12,16500,330,16500,330,0,0.281596857,0.477426637,0.397163121,0,0,0,0,0,52
"399",122,0,0,0,30,3998,4082,4031,0,0,0,0,0,0,0.317073171,5,19356,1534,19356,1534,0,0.934490515,0.892857143,0.584,0,14.6,11.4,13.3,14.2,0
"400",5820,620,630,28,15,10235,8428,9450,0,0,0,0,0,0,0.246460492,12,10236,196,24124,196,0.692,0.23806693,0.738589212,0.368615935,5372.459068,14.6,11.4,13.3,14.2,81
"401",3396,550,560,26,18,7454,6367,7011,0,0,0,0,0,0,0.20105524,16,6360,1032,19080,1032,0.25,0.355792007,0.799579832,0.3962165,165.6816692,0,0,0,0,72
"402",2949,560,560,25,18,7584,6289,6905,0,0,0,0,0,0,0.170959122,16,8472,384,16944,384,0,0.483595223,0.907198474,0.384130321,103.7580306,0,0,0,0,69
"403",7695,520,480,23,17,7485,6803,7024,0,0,0,0,0,0,0.390532544,14,22950,0,22950,0,0,0.873550212,0.457115928,0.406185567,61.09151874,14.6,11.4,13.3,14.2,74
"404",3534,520,530,23,20,6559,6170,6378,0,0,0,0,0,0,0.243215031,15,27268,1350,27268,1350,0.8,0.740635374,0.932829555,0.248424842,0,0,0,0,0,71
"405",5272,640,660,30,21,8808,7675,8294,0,0,0,0,0,0,0.177493138,11,32010,1350,32010,1350,0,0.284218142,0.826177285,0.219614417,17.04117109,12.4,10.4,12.3,13.7,83
"406",3844,560,570,26,18,7646,6528,7082,0,0,0,0,0,0,0.233602173,18,9140,0,23352,0,0.615,0.398892884,0.933230915,0.397112828,326.9098428,0,0,0,0,73
"407",8127,580,570,28,21,7387,6733,7143,0.525,-0.219,0.71,0.437,-0.149,0.587,0.291666667,8,32750,0,32750,0,0,0.204591363,0.656697009,0.279207921,0,15.7,24.7,14.2,15.3,80
"408",6168,500,480,20,21,7160,6021,6582,0.525,-0.219,0.71,0.437,-0.149,0.587,0.996896819,14,15038,1214,15038,1214,0,0.272027985,0.405893846,0.130365022,0,17.3,23.4,13.5,14.9,75
"409",1310,490,480,20,19,6697,5831,6246,0.525,-0.219,0.71,0.437,-0.149,0.587,0.97459102,20,4895,1630,4895,10849,0.583,0.224537946,0.439530062,0.31918239,159.8750435,0,0,0,0,68
"410",465,500,530,23,21,5596,5152,5340,0.525,-0.219,0.71,0.437,-0.149,0.587,0.257264352,19,4734,1275,4734,8134,0,0.363853566,0.545454545,0.782986111,11.01559178,0,0,0,0,64
"411",4756,600,630,28,15,10289,7949,9461,0.525,-0.219,0.71,0.437,-0.149,0.587,0.280364157,22,6678,2072,6678,19789,0.615,0.273014004,0.766344994,0.445065323,7956.619767,15.7,22.9,13.6,14.4,85
"412",3306,0,520,25,19,6781,5800,6320,0.525,-0.219,0.71,0.437,-0.149,0.587,0.394502516,20,4937,1231,4937,1231,0,0.321759148,0.766666667,0.657844991,129.8118467,15.7,24.7,14.2,15.3,66
"413",7315,570,600,27,16,7764,6612,7344,0.525,-0.219,0.71,0.437,-0.149,0.587,0.331849422,24,6233,1819,20816,1819,0.643,0.342903542,0.65034965,0.485969053,1622.624961,0,0,0,0,80
"414",7997,630,600,28,18,9105,8091,8648,0.525,-0.219,0.71,0.437,-0.149,0.587,0.44169942,11,35504,1126,35504,1126,0,0.608949672,0.90247161,0.151739452,217.0619502,17.3,23.4,13.5,14.9,80
"415",2432,540,610,24,18,6845,5941,6419,0.525,-0.219,0.71,0.437,-0.149,0.587,0.286255525,21,4679,1655,15749,1655,0.545,0.376681699,0.752743233,0.612244898,405.4584298,15.3,25.3,14.6,15.6,70
"416",6182,630,670,25,16,8097,6651,7540,0.525,-0.219,0.71,0.437,-0.149,0.587,0.435904185,21,6388,1004,19998,1004,0,0.371443652,0.435736677,0.518585132,1786.287356,17.3,23.4,13.5,14.9,69
"417",3571,0,630,25,18,7149,6838,6976,0.525,-0.219,0.71,0.437,-0.149,0.587,0.361203676,21,4986,1977,17144,1977,0.333,0.359185214,0.772197774,0.414012739,538.985459,0,0,0,0,70
"418",3220,540,560,24,18,6312,5880,6054,0.525,-0.219,0.71,0.437,-0.149,0.587,0.411178003,20,4934,1852,15722,1852,0.5,0.434086741,0.729834791,0.529072348,144.8804924,0,0,0,0,68
"419",216,0,0,0,20,5352,6176,5850,0.525,-0.219,0.71,0.437,-0.149,0.587,0.472245944,16,9240,1070,9240,1070,0,0.582113678,0.561797753,0.63,0,17.3,23.4,13.5,14.9,72
"420",5456,0,0,23,26,6585,7194,7056,0.525,-0.219,0.71,0.437,-0.149,0.587,0.340387213,18,10134,1016,10134,1016,0,0.714515028,0.726027397,0.672955975,181.1530842,15.7,22.9,13.6,14.4,52
"421",6466,0,520,21,18,6961,4326,5683,0.525,-0.219,0.71,0.437,-0.149,0.587,0.96957606,17,6630,0,8274,0,0,0.197947596,0.536463536,0.593420236,1080.633666,15.7,22.9,13.6,14.4,70
"422",233,480,530,18,19,5754,5506,5676,0.525,-0.219,0.71,0.437,-0.149,0.587,0.97659176,15,3501,1251,4752,6296,0.692,0.171104677,0.206960845,0.453453453,91.73189763,17.3,23.4,13.5,14.9,56
"423",1826,590,590,25,16,8541,6592,7652,0.525,-0.219,0.71,0.437,-0.149,0.587,0.321906888,23,4915,1957,17315,1957,0.692,0.320735306,0.557958662,0.557953027,2592.331048,17.2,20.4,13,13.6,76
"424",5925,710,700,32,15,11892,9414,10897,0.525,-0.219,0.71,0.437,-0.149,0.587,0.374974387,9,44426,3880,44426,3880,0.25,0.313602721,0.279505899,0.203887101,9272.454067,17.3,23.4,13.5,14.9,92
"425",6748,550,550,25,21,8245,8008,8131,0.525,-0.219,0.71,0.437,-0.149,0.587,0.928469242,14,19100,2452,19100,2452,0,0.429880588,0.659853646,0.221414914,2212.406295,17.3,23.4,13.5,14.9,71
"426",8206,0,0,0,21,7429,6700,7148,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.303854875,10,39942,549,39942,549,0,0.410949536,0.710955711,0.259016393,0,0,0,0,0,81
"427",4727,0,0,0,21,10850,9595,10238,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.272964509,10,46750,280,46750,280,0.5,0.518889118,0.254163362,0.38299532,781.8183716,0,0,0,0,95
"428",1073,0,0,0,21,11372,10988,11184,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.351502802,9,46354,454,46354,454,0.25,0.15631715,0.149098774,0.486460348,1394.803872,0,0,0,0,98
"429",1251,530,580,0,9,0,5628,5628,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.055970149,6,8065,1918,8065,1918,0,0.31618591,0.333333333,0.875,0,0,0,0,0,50
"430",4073,710,720,32,21,11988,10862,11500,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.393330064,10,45360,1990,45360,1990,0.25,0.236733064,0.28049728,0.332409972,873.467386,0,0,0,0,92
"431",6999,0,0,0,22,7061,6661,6840,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.179757085,13,8352,865,17440,865,0,0.292636434,0.845522898,0.333063864,223.0769231,0,0,0,0,75
"432",7758,490,500,19,22,6820,6842,6829,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.244375,16,6600,975,9900,975,0,0.262854318,0.74610245,0.405970149,16.25,0,0,0,0,64
"433",2719,590,600,27,16,10149,8518,9610,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.235769829,16,8370,2236,26250,2236,0.455,0.247796634,0.82574446,0.216794213,5451.63297,0,0,0,0,77
"434",5266,580,580,26,18,8324,7528,7873,-0.798,-1.01,0.843,-0.711,-1.077,0.661,0.450873024,13,32880,1200,32880,1200,0,0.697983007,0.856845031,0.155717762,705.8645521,0,0,0,0,80
