"","NUID","SATREAD","SATMATH","ACTCUM","CARNIGIE","AVGSALMALE","AVGSALWOM","AVGSALTOT","HOUSE","HDEM","HREP","SENATE","SDEM","SREP","PERNWHT","STUFACR","TUITINS","FEEINS","TUITOUT","FEEOUT","FOOTBALL","TUITPER","SLCTVTY","APPEAL","RSRCHPSTU","HIGHBP","CHGENROL"
"286",7416,635,610,25,18,8441,7387,7993,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.542786576,11,"27300","0","27300","0",0,0.839232978,0.722793229,0.150982852,138.3247131,34.1,0.932024374
"287",3474,580,550,24,18,7421,6886,7121,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.522805297,11,"30300","370","30300","370",0,0.708749559,0.627733718,0.185298622,31.33447769,0,1.032928065
"288",437,530,630,25,18,8188,7484,7728,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.259758446,11,"29630","320","29630","320",0,0.812559097,0.505270555,0.251738526,0,31.1,1.040619308
"289",6523,520,530,23,18,7504,6774,7072,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.496521739,13,"30020","900","30020","900",0,0.805696128,0.746670049,0.105674482,0,34.1,0.920736589
"290",5066,0,0,0,21,4912,4874,4897,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.340909091,8,"29876","4128","29876","4128",0,0.491089305,0.612244898,0.666666667,0,34.1,0.846153846
"291",2605,610,600,25,16,7731,6940,7415,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.395273264,15,"8459","4302","21146","4302",0.273,0.173198713,0.8064123,0.253080679,2722.440867,0,1.023483169
"292",5757,0,0,0,24,3194,0,3194,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0,13,"12000","0","12000","0",0,0.186296346,1,1,0,34.1,0.976744186
"293",1355,472,612,28,30,5199,5086,5120,-0.235,-1.012,0.473,-0.436,-0.703,0.507,0.405343511,6,"24700","1600","24700","1600",0,0.857304941,0.957446809,0.466666667,0,34.1,1.04716227
"294",5929,560,570,25,18,6658,6089,6437,0.869,-0.5,0.924,0.866,-0.432,0.92,0.247327156,11,"27520","80","27520","80",0.2,0.598735214,0.596183206,0.270166453,0,0,1.007540395
"295",2496,600,590,24,16,8105,6874,7530,0.869,-0.5,0.924,0.866,-0.432,0.92,0.212797233,14,"8836","662","24354","662",0.25,0.331885123,0.605002935,0.261437421,354.514051,35.5,0.99377014
"296",7783,560,560,26,22,6031,5699,5873,0.869,-0.5,0.924,0.866,-0.432,0.92,0.219821512,12,"26240","350","26240","350",0,0.680233154,0.664602683,0.218167702,0,0,0.982464236
"297",3808,620,630,30,19,9061,7936,8498,0.869,-0.5,0.924,0.866,-0.432,0.92,0.184985563,11,"36050","960","36050","960",0.545,0.568000456,0.704314593,0.146365843,118.5755534,31,1.022637795
"298",420,620,670,29,21,9794,8946,9424,0.869,-0.5,0.924,0.866,-0.432,0.92,0.317311972,10,"43950","728","43950","728",0.8,0.337280748,0.647626399,0.177592372,0,0,0.965206186
"299",982,0,0,0,21,7242,6853,7023,0.869,-0.5,0.924,0.866,-0.432,0.92,0.468832309,9,"43500","890","43500","890",0,0.289692528,0.616320126,0.162316996,845.618086,0,0.931316435
"300",4683,610,630,29,20,8227,7012,7702,0.869,-0.5,0.924,0.866,-0.432,0.92,0.266257225,12,"31044","1046","31044","1046",0,0.540873842,0.697384209,0.177219546,88.03359827,32.8,0.967155835
"301",4439,540,540,24,22,7510,5899,6723,0.869,-0.5,0.924,0.866,-0.432,0.92,0.171325518,12,"28840","185","28840","185",0,0.548960717,0.697973307,0.205382436,0,0,1.047214353
"302",2190,580,570,27,22,7367,6502,7086,0.869,-0.5,0.924,0.866,-0.432,0.92,0.296238852,23,"23648","0","23648","0",0,0.370506719,0.77381895,0.121077763,0,0,0.976893939
"303",5762,610,600,27,21,7948,7592,7794,0.869,-0.5,0.924,0.866,-0.432,0.92,0.192075797,11,"33744","770","33744","770",0.2,0.509349174,0.612816692,0.147859922,76.0129199,0,0.99146029
"304",820,540,540,24,21,4068,4774,4331,0.869,-0.5,0.924,0.866,-0.432,0.92,0.321299639,13,"27000","950","27000","950",0,0.487723545,0.905956113,0.240484429,0,0,1.020257827
"305",2161,540,550,25,18,7754,7046,7464,0.869,-0.5,0.924,0.866,-0.432,0.92,0.179978083,17,"7052","1028","18380","1028",0,0.341177923,0.921563035,0.505725781,56.20995294,31.8,0.987523076
"306",4643,560,560,25,16,8694,7215,8038,0.869,-0.5,0.924,0.866,-0.432,0.92,0.296449102,19,"8009","1047","28727","1047",0,0.248065773,0.696651637,0.416870027,4956.096185,31,0.981905096
"307",1146,0,0,0,23,4407,4065,4172,0.869,-0.5,0.924,0.866,-0.432,0.92,0.385101789,13,"14400","2700","14400","2700",0,0.783511411,1,0.517857143,0,31,1.006675982
"308",5181,560,560,25,18,7428,7067,7222,0.869,-0.5,0.924,0.866,-0.432,0.92,0.314356055,12,"25910","380","25910","380",0.833,0.664255046,0.734063193,0.181423447,0,31,1.022981269
"309",5244,520,545,24,29,7404,7028,7229,0.869,-0.5,0.924,0.866,-0.432,0.92,0.58990987,31,"25180","420","25180","420",0,0.485721697,0.695954907,0.193425441,0,31.8,1.162683706
"310",3809,550,550,24,18,7650,6382,6945,0.869,-0.5,0.924,0.866,-0.432,0.92,0.134832379,18,"6838","340","16619","340",0,0.287391008,0.693322607,0.392202367,38.88348324,32.8,0.93209359
"311",5863,510,510,22,17,7463,6656,7086,0.869,-0.5,0.924,0.866,-0.432,0.92,0.331177159,20,"8380","200","18508","200",0.455,0.266301778,0.854894661,0.275534442,598.8879161,0,1.126020344
"312",6025,520,520,23,22,6403,5688,5969,0.869,-0.5,0.924,0.866,-0.432,0.92,0.166155105,16,"6348","593","17786","593",0,0.382139899,0.713168188,0.542961609,55.79496624,0,0.995315682
"313",33,530,530,23,19,6313,5620,5972,0.869,-0.5,0.924,0.866,-0.432,0.92,0.248145724,13,"6393","593","17786","593",0,0.344441621,0.762070465,0.517123288,112.3348604,35.9,0.932560269
"314",2603,630,660,30,15,10902,8646,9999,0.869,-0.5,0.924,0.866,-0.432,0.92,0.314440369,17,"9087","1301","32440","1301",0.462,0.466712782,0.779862541,0.292838019,1933.898664,29.8,1.005858913
"315",2014,510,510,23,19,7017,6261,6604,0.869,-0.5,0.924,0.866,-0.432,0.92,0.463070877,15,"6370","593","17786","593",0,0.362792028,0.792752702,0.522854852,62.37688034,45.3,0.947604983
"316",5822,530,520,23,18,6978,6379,6667,0.869,-0.5,0.924,0.866,-0.432,0.92,0.162972454,14,"6356","593","17786","593",0,0.36345362,0.845595855,0.567401961,13.36886611,0,0.968001984
"317",4454,520,530,23,22,6366,5934,6087,0.869,-0.5,0.924,0.866,-0.432,0.92,0.144520657,15,"6337","593","17786","593",0,0.43426171,0.622425629,0.433823529,2.351571223,0,1.050787798
"318",5013,0,0,0,23,4616,4563,4572,0.869,-0.5,0.924,0.866,-0.432,0.92,0.134703196,15,"13920","0","13920","0",0,0.804320215,0.768503937,0.297131148,0,31.8,0.975501114
"319",8290,0,0,0,10,4369,4440,4434,0.869,-0.5,0.924,0.866,-0.432,0.92,0.251546392,20,"13920","0","13920","0",0,0.853094157,0.793296089,0.295774648,0,31,0.920303605
"320",1789,550,568,26,22,7151,7424,7278,0.869,-0.5,0.924,0.866,-0.432,0.92,0.208168643,15,"28840","1070","28840","1070",0.556,0.572240478,0.706341133,0.190110418,66.63372859,0,1.088952654
"321",5873,540,550,26,22,6275,6068,6156,0.869,-0.5,0.924,0.866,-0.432,0.92,0.302140505,13,"30500","0","30500","0",0,0.616395496,0.561094819,0.270905923,32.12458836,31,0.993186154
"322",5095,590,600,27,18,7494,6694,7135,0.869,-0.5,0.924,0.866,-0.432,0.92,0.309542247,15,"24728","0","24728","0",0,0.753242154,0.952141058,0.471230159,0,0,1.029771398
"323",3896,760,770,34,15,14630,11202,13583,0.869,-0.5,0.924,0.866,-0.432,0.92,0.367266724,10,"47422","507","47422","507",0.769,0.155342767,0.197995264,0.558275382,9067.447528,0,1.007045598
"324",7158,500,510,22,19,5813,5127,5407,0.869,-0.5,0.924,0.866,-0.432,0.92,0.215827338,12,"22800","0","22800","0",0,0.627379526,0.552884615,0.182608696,0,0,0.860554245
"325",2792,530,540,0,18,8783,7716,8253,0.869,-0.5,0.924,0.866,-0.432,0.92,0.48085758,18,"6217","676","14896","676",0,0.455045493,0.646309479,0.6,378.8838693,35,0.998895215
"326",796,530,520,22,22,7721,6551,7162,0.869,-0.5,0.924,0.866,-0.432,0.92,0.20865038,14,"6131","677","15530","677",0,0.396459525,0.483974359,0.343166767,9.741423041,0,1.002274552
"327",5009,670,750,32,27,10716,9819,10536,0.869,-0.5,0.924,0.866,-0.432,0.92,0.295426953,13,"41865","876","41865","876",0.8,0.496391358,0.577926576,0.217738714,0,0,1.024461028
"328",4467,530,540,24,20,5965,5822,5872,0.869,-0.5,0.924,0.866,-0.432,0.92,0.198981448,11,"25796","970","25796","970",0,0.74216908,0.952573158,0.394067797,0,31.8,0.976901208
"329",7868,530,540,24,22,5843,5101,5562,0.869,-0.5,0.924,0.866,-0.432,0.92,0.17761194,14,"27630","190","27630","190",0.4,0.69111938,0.711779449,0.219190141,0,0,0.96333573
"330",4124,530,500,23,22,4660,5162,5000,0.869,-0.5,0.924,0.866,-0.432,0.92,0.284018265,6,"28302","0","28302","0",0,0.534320133,0.593639576,0.43452381,0,0,0.994550409
"331",7487,620,590,28,21,7149,6853,6941,0.869,-0.5,0.924,0.866,-0.432,0.92,0.258413462,10,"36620","780","36620","780",0,0.361536325,0.803716609,0.302745665,0,0,1.088293002
"332",7893,640,640,30,22,6815,6401,6703,0.869,-0.5,0.924,0.866,-0.432,0.92,0.16410671,12,"30030","240","30030","240",0,0.463574214,0.850815851,0.356849315,114.4834276,0,0.954107212
"333",3633,565,620,27,22,7665,6742,7323,0.869,-0.5,0.924,0.866,-0.432,0.92,0.281617869,13,"29900","450","29900","450",0.6,0.550923174,0.776499845,0.18694956,0,0,1.508652095
"334",3820,600,630,29,18,8797,7357,8190,0.869,-0.5,0.924,0.866,-0.432,0.92,0.383139535,13,"35030","1130","35030","1130",0.1,0.605972609,0.818987532,0.136096845,320.7364341,0,1.032206441
"335",2362,610,640,28,21,8612,7835,8327,0.869,-0.5,0.924,0.866,-0.432,0.92,0.254564984,10,"39330","650","39330","650",0.923,0.353032289,0.614274258,0.310704961,1239.794844,0,1.020833333
"336",6130,0,0,24,22,6686,6296,6481,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.190365641,9,"31318","0","31318","0",0.1,0.679406804,0.680758017,0.23875803,0,0,0.953778024
"337",4667,560,600,26,21,7257,6818,7059,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.174695299,12,"33345","0","33345","0",0.6,0.414031023,0.642787366,0.160587639,0,0,1.017119244
"338",6637,530,560,25,22,6361,6026,6132,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.138719512,9,"29000","940","29000","940",0,0.695638329,0.719172633,0.199115044,0,0,1.004594181
"339",6759,625,640,27,21,7523,6837,7204,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.288918206,11,"38750","330","38750","330",0.4,0.544122924,0.633497252,0.16803653,285.8014512,28.9,1.010666667
"340",5652,0,0,0,24,5187,4517,4753,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.981132075,5,"12500","100","12500","100",0,0.068527208,1,0.782608696,0,0,1.04950495
"341",1078,650,650,29,22,6401,5584,6197,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.299375,15,"27800","480","27800","480",0,0.54071909,0.698211624,0.389541089,270.864375,0,0.955223881
"342",2336,670,690,30,18,10010,8620,9363,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.185481185,13,"33550","146","33550","146",0.455,0.537739807,0.66871354,0.184343434,159.8528139,29.1,0.897757848
"343",3263,490,500,23,20,6632,5802,6257,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.35434693,15,"26630","1265","26630","1265",0.727,0.581590913,0.774193548,0.396276596,0,0,1.057977332
"344",4518,650,630,26,24,4515,3906,4377,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.329501916,9,"15100","820","15100","820",0,0.375146483,0.347222222,0.393333333,0,0,1.266990291
"345",1900,650,690,25,24,5145,4756,5083,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.171581769,11,"16112","488","16112","488",0,0.290791477,0.642335766,0.784090909,0,0,1.068767908
"346",7151,450,490,24,18,5720,5489,5585,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.360088832,16,"25420","470","25420","470",0,0.568431456,0.478925428,0.281431335,0,0,0.926241552
"347",4364,580,540,23,22,6544,6457,6497,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.292244898,13,"23894","680","23894","680",0,0.679630394,0.982142857,0.346753247,0,29.1,0.99351176
"348",2853,740,770,33,21,9371,8937,9177,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.416997167,9,"46574","416","46574","416",0.2,0.378192022,0.249142501,0.276595745,785.2691218,0,1.013203215
"349",3699,620,640,28,15,11282,9124,10513,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.285405063,19,"6648","1088","19768","1088",0.25,0.258695629,0.871529952,0.37300922,5228.86263,0,1.03610207
"350",5293,480,500,22,22,5379,5908,5714,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.416526138,14,"26806","480","26806","480",0,0.555933912,0.496285886,0.04894822,0,0,0.85323741
"351",3749,625,640,29,21,7866,7351,7618,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.155363748,12,"38940","250","38940","250",0.4,0.505414812,0.66889117,0.239447429,214.8832717,0,0.971257485
"352",1805,0,0,0,18,2349,1889,2215,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.784501062,11,"26000","530","26000","530",0,0.473463947,0.369047619,0.677419355,234.6072187,0,1.233791749
"353",8123,0,0,26,22,6831,6425,6623,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.196869196,13,"26680","1475","26680","1475",0,0.565975186,0.559920983,0.145825167,0,28.9,1.108529412
"354",6035,0,530,23,22,6167,6034,6081,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.176199262,14,"28226","0","28226","0",0,0.693968077,0.606498195,0.349702381,0,28.9,1.00978109
"355",2214,570,610,25,18,9029,7661,8382,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.177728409,17,"6648","1169","16836","1169",0.643,0.225116326,0.795328142,0.446620047,257.5631769,0,0.973572153
"356",2847,630,650,28,22,6689,6055,6442,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.16962963,13,"28750","200","28750","200",0,0.378086181,0.721231767,0.292134831,0,0,1.023502654
"357",5791,0,0,25,18,7515,6796,7137,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.199362041,10,"28100","280","28100","280",0,0.655632544,0.729772192,0.241119483,0,28.9,0.97033789
"358",1393,0,0,0,9,6344,5222,5361,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.215434084,5,"18000","1360","18000","1360",0,0,0.8,0.916666667,0,28.9,1.173584906
"359",3775,595,610,27,21,6658,6395,6536,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.152829191,12,"33532","643","33532","643",0,0.599759697,0.894571204,0.283201407,0,0,0.925599608
"360",2138,0,515,22,19,6410,5484,5838,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.334659995,17,"27323","750","27323","750",0.545,0.759318099,0.659977703,0.228885135,0,0,0.978742348
"361",7770,510,460,22,22,5493,4696,5044,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.323444582,23,"19804","1080","19804","1080",0,0.782684444,0.66093929,0.363951473,0,0,1.335718217
"362",6024,620,650,27,21,6996,6372,6719,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.230005838,11,"36210","980","36210","980",0.9,0.423413218,0.738239404,0.230914826,0,0,0.956448911
"363",6719,0,0,0,22,5610,5598,5606,0.48,-1.01,0.675,-0.819,-1.013,0.752,0.327227723,16,"19883","460","19883","460",0,0.553874675,0.575021683,0.500754148,0,0,0.925756187
"364",5071,555,555,25,18,6185,5538,5881,0.606,-0.873,0.885,0.793,-0.783,0.902,0.266428024,12,"26730","350","26730","350",0,0.750915176,0.816168328,0.252374491,0,0,0.938339731
"365",7941,660,630,28,22,6769,6206,6581,0.606,-0.873,0.885,0.793,-0.783,0.902,0.222755013,13,"25950","250","25950","250",0,0.482463362,0.991471215,0.218494624,17.19747167,0,1.009683099
"366",7910,510,520,23,22,4018,3795,3917,0.606,-0.873,0.885,0.793,-0.783,0.902,0.337239583,13,"25250","650","25250","650",0.5,0.476325463,0.992727273,0.114774115,0,0,1.049180328
"367",2312,0,0,0,22,5713,5042,5333,0.606,-0.873,0.885,0.793,-0.783,0.902,0.257240204,10,"25410","0","25410","0",0,0.424248617,0.532482599,0.283224401,0,0,1.033450704
"368",221,0,0,25,18,6699,5942,6352,0.606,-0.873,0.885,0.793,-0.783,0.902,0.282899087,18,"4662","1274","17250","1274",0.786,0.395287145,0.869815668,0.486754967,38.61949478,0,1.001456954
"369",5545,0,0,0,18,6993,6343,6708,0.606,-0.873,0.885,0.793,-0.783,0.902,0.388341346,16,"3574","1080","12577","1080",0.667,0.383009864,0.858793325,0.479322372,5.102524038,0,1.030851196
"370",6441,0,0,0,24,4450,4497,4466,0.606,-0.873,0.885,0.793,-0.783,0.902,0.250922509,11,"11000","3990","11000","3990",0,0.420291823,0.747368421,0.704225352,0,0,0.909395973
"371",3322,0,473,19,33,6283,6085,6187,0.606,-0.873,0.885,0.793,-0.783,0.902,1,16,"0","480","0","480",0,0.009662909,0.703363914,0.769565217,0,27.2,1
"372",7669,0,0,0,10,6258,5653,5724,1.228,-0.989,1.4,0,0,0,0.509471585,21,"0","0","0","0",0,0.698616236,0.851648352,0.548387097,0,34.1,0.75755287
"373",2501,0,0,28,15,10673,8627,9819,0.606,-0.873,0.885,0.793,-0.783,0.902,0.303211936,16,"9123","934","23774","934",0,0.228494622,0.934675025,0.295587716,9621.902046,27.2,1.008144499
"374",5296,0,0,0,16,9404,7578,8634,0.606,-0.873,0.885,0.793,-0.783,0.902,0.263944547,19,"8517","833","22596","833",0.462,0.266788107,0.949226411,0.415977961,6175.381494,0,0.99386437
"375",771,520,550,24,22,5738,5728,5734,0.606,-0.873,0.885,0.793,-0.783,0.902,0.300865801,13,"26600","0","26600","0",0,0.431045075,0.616136919,0.317460317,0,0,0.989293362
"376",6246,470,510,25,24,5341,4876,5283,0.606,-0.873,0.885,0.793,-0.783,0.902,0.264,17,"13800","490","13800","490",0,0.441655861,0.821782178,0.475903614,0,0,0.925925926
"377",5971,580,550,24,22,5699,5768,5720,0.606,-0.873,0.885,0.793,-0.783,0.902,0.313146233,13,"24559","677","24559","677",0,0.443553974,0.727134146,0.406708595,0,0,0.992668622
"378",5671,510,500,25,19,5986,6570,6292,0.606,-0.873,0.885,0.793,-0.783,0.902,0.283085633,7,"26150","0","26150","0",0,0.64745196,0.613585746,0.337568058,7.106864827,26.9,1.001180916
"379",8011,0,0,0,22,6231,5784,6065,0.606,-0.873,0.885,0.793,-0.783,0.902,0.354740061,18,"25350","854","25350","854",0,0.768417659,0.409181637,0.390243902,0,0,1.141361257
"380",421,0,0,0,18,7452,6795,7187,0.606,-0.873,0.885,0.793,-0.783,0.902,0.231100533,18,"5114","1394","15584","1394",0.615,0.281506084,0.813496478,0.482680036,275.6597529,0,1.018586931
"381",6556,490,520,23,19,6002,5509,5717,0.606,-0.873,0.885,0.793,-0.783,0.902,0.38079312,8,"24900","720","24900","720",0,0.654961827,0.490425532,0.292841649,0,0,1.078310149
"382",460,480,570,24,19,5637,4972,5296,0.606,-0.873,0.885,0.793,-0.783,0.902,0.420543241,8,"25796","150","25796","150",0,0.738568092,0.91160221,0.272727273,0,0,0.987057011
"383",3219,520,510,24,22,4681,4515,4627,0.606,-0.873,0.885,0.793,-0.783,0.902,0.319946452,12,"22700","250","22700","250",0,0.405467932,0.414132379,0.304535637,0,0,1.038942976
"384",5386,500,550,25,22,4523,4544,4534,0.606,-0.873,0.885,0.793,-0.783,0.902,0.309927361,12,"24480","840","24480","840",0,0.349894131,0.554054054,0.457317073,0,0,0.98216409
"385",800,600,600,26,16,8747,6352,7644,0.606,-0.873,0.885,0.793,-0.783,0.902,0.40193329,18,"6081","1447","14404","1447",0,0.325419034,0.94732965,0.277799378,2917.184856,31.8,0.987740909
"386",856,520,480,24,22,4915,4465,4729,0,0,0,0,0,0,0.037821483,17,"9600","1860","9600","1860",0,0.176100289,0.351070464,0.107756069,0,0,1.044233807
"387",1772,620,605,27,22,6704,5614,6328,0,0,0,0,0,0,0.196243203,11,"27538","198","27538","198",0,0.4812525,0.568518519,0.335504886,0,0,1.019143577
"388",291,590,610,27,18,8357,7339,7799,0,0,0,0,0,0,0.179980516,12,"36210","1440","36210","1440",0,0.756103692,0.83942226,0.143522267,0,38.6,1.034517511
"389",3827,635,620,26,21,7725,7528,7633,0,0,0,0,0,0,0.374125874,10,"24300","570","24300","570",0,0.080985401,0.365137615,0.72361809,0,0,0.994206257
"390",4060,502,480,24,22,5277,5224,5246,0,0,0,0,0,0,0.337730871,13,"19950","490","19950","490",0,0.508067396,0.479412473,0.077850326,0,0,1.016085791
"391",5958,515,550,24,19,5187,4900,5036,0,0,0,0,0,0,0.230488361,13,"23328","500","23328","500",0,0.675200554,0.755719271,0.263724987,0,0,1.026229508
"392",5443,660,740,31,21,8414,7583,8068,0,0,0,0,0,0,0.201145311,11,"38200","0","38200","0",0.8,0.438943838,0.711708395,0.193481635,0,0,1.001433692
"393",5947,540,550,25,19,5035,5080,5054,0,0,0,0,0,0,0.218061357,15,"20640","360","20640","360",0,0.596155059,0.682846565,0.262650602,0,0,1.090466468
"394",5540,550,550,25,18,7415,6838,7122,0,0,0,0,0,0,0.179193731,16,"8150","0","17640","0",0.545,0.307484266,0.706314244,0.387248787,42.81910506,0,1.012527404
"395",3843,533,560,25,21,6633,5893,6285,0,0,0,0,0,0,0.191517561,10,"34280","0","34280","0",0,0.474896471,0.676923077,0.194214876,0,0,0.946675031
"396",24,480,570,22,21,6744,5671,6382,0,0,0,0,0,0,0.632515823,11,"7364","390","17666","390",0.3,0.181860558,0.379194631,0.116150442,2918.727453,0,0.793720565
"397",6700,620,630,28,15,10748,9052,10099,0,0,0,0,0,0,0.259497332,17,"9687","1249","23019","1249",0.417,0.102532653,0.89105474,0.312316452,8855.386032,34.9,1.029855686
"398",6895,500,540,23,22,5037,4745,4919,0,0,0,0,0,0,0.315946349,12,"17400","410","17400","410",0,0.301310357,0.362869198,0.320930233,0,0,1.055031447
"399",122,0,0,0,30,3499,4064,3763,0,0,0,0,0,0,0.324420677,5,"19356","1324","19356","1324",0,0.940804973,1,0.582278481,0,38.6,0.977351916
"400",5820,620,620,29,15,10128,8355,9361,0,0,0,0,0,0,0.254189061,13,"10542","202","24848","202",0.615,0.212334665,0.716881776,0.402851793,6249.249131,38.6,1.000711856
"401",3396,590,570,26,18,7626,6399,7106,0,0,0,0,0,0,0.214457644,15,"6552","1056","19656","1056",0.273,0.365589605,0.906032007,0.332427536,175.6019877,0,1.029578703
"402",2949,595,580,26,18,8244,6953,7565,0,0,0,0,0,0,0.171359055,19,"8736","384","17472","384",0,0.476232032,0.918886035,0.333382375,113.9497161,0,0.981408835
"403",7695,0,600,23,17,7261,6796,6942,0,0,0,0,0,0,0.373560937,14,"24000","0","24000","0",0,0.831743468,0.501021103,0.266304348,70.05795951,38.6,0.993688363
"404",3534,490,510,24,20,6337,6068,6204,0,0,0,0,0,0,0.244433449,16,"27268","1400","27268","1400",0.917,0.631796411,0.883082952,0.204142012,0,0,1.05480167
"405",5272,0,0,0,21,7520,7010,7300,0,0,0,0,0,0,0.196097561,11,"32970","1400","32970","1400",0,0.470792874,0.926527958,0.218245614,36.83121951,34.9,0.93778591
"406",3844,580,570,26,18,7730,6562,7129,0,0,0,0,0,0,0.24326104,18,"9482","0","24132","0",0.857,0.408899306,0.926984481,0.375888233,345.3033458,0,0.999876553
"407",8127,590,610,28,21,7437,4304,6228,0.526,-0.216,0.697,0.444,0.019,0.609,0.300455235,8,"33430","0","33430","0",0,0.337379406,0.670682731,0.313373253,0,42.1,0.915277778
"408",6168,490,500,20,21,6721,5829,6262,0.526,-0.216,0.697,0.444,0.019,0.609,0.996872557,12,"15038","1214","15038","1214",0,0.317013479,0.476056338,0.135184342,0,39.3,0.992242048
"409",1310,465,490,20,19,6593,5542,6109,0.526,-0.216,0.697,0.444,0.019,0.609,0.976911431,20,"5276","1787","5276","10946",0.75,0.232006681,0.382254464,0.459854015,178.1300151,0,0.919596241
"410",465,500,560,22,21,5660,5322,5455,0.526,-0.216,0.697,0.444,0.019,0.609,0.292540074,20,"4851","1307","4851","8299",0,0.388907291,0.677928916,0.328802589,7.09001233,0,1.149539334
"411",4756,620,640,28,15,10280,7910,9447,0.526,-0.216,0.697,0.444,0.019,0.609,0.291945202,23,"7552","2162","7552","19325",0.75,0.264696435,0.773423604,0.417210682,8272.044096,40.2,1.01571111
"412",3306,520,500,24,19,6728,5716,6237,0.526,-0.216,0.697,0.444,0.019,0.609,0.444659443,20,"5630","1273","5630","14427",0,0.384909934,0.755451713,0.736082474,123.2676084,42.1,1.000387147
"413",7315,600,630,27,16,7865,6686,7420,0.526,-0.216,0.697,0.444,0.019,0.609,0.320082562,23,"6400","2454","23398","2454",0.692,0.382705805,0.638444653,0.481827112,1546.195016,0,1.021633864
"414",7997,620,610,28,18,8842,7787,8342,0.526,-0.216,0.697,0.444,0.019,0.609,0.451251781,12,"36214","1366","36214","1366",0,0.637991528,0.903091061,0.205673759,234.7984938,39.3,0.919520868
"415",2432,530,580,24,18,7088,6068,6608,0.526,-0.216,0.697,0.444,0.019,0.609,0.303955881,20,"5147","2142","16222","2142",0.909,0.404558231,0.820453031,0.584246853,329.4229505,40.9,0.992317407
"416",6182,600,630,24,16,8158,6595,7591,0.526,-0.216,0.697,0.444,0.019,0.609,0.456070288,20,"7150","854","20967","854",0,0.40324397,0.576551373,0.406704896,1435.620075,39.3,0.988681232
"417",3571,558,660,25,18,7299,6969,7120,0.526,-0.216,0.697,0.444,0.019,0.609,0.355886333,21,"5484","2174","17584","2174",0.154,0.372469345,0.876499854,0.434390651,519.5638597,0,0.970110068
"418",3220,550,550,24,18,6312,6112,6197,0.526,-0.216,0.697,0.444,0.019,0.609,0.408996477,20,"5180","2296","15968","2296",0.364,0.43592345,0.839678118,0.469222263,42.1427152,0,0.994788391
"419",216,0,0,0,20,5268,5855,5636,0.526,-0.216,0.697,0.444,0.019,0.609,0.509939499,10,"10310","1200","10310","1200",0,0.787505482,1,0.866666667,0,39.3,0.988044406
"420",5456,0,0,23,26,6475,6686,6628,0.526,-0.216,0.697,0.444,0.019,0.609,0.370317003,10,"10387","1052","10387","1052",0,0.668487395,0.52715655,0.56969697,269.9860711,40.2,0.937415579
"421",6466,495,510,21,18,6885,5825,6355,0.526,-0.216,0.697,0.444,0.019,0.609,0.969379639,24,"4973","2373","4973","12723",0,0.209161072,0.785628743,0.619410569,1135.346633,40.2,0.940648379
"422",233,390,480,18,19,4447,3368,3952,0.526,-0.216,0.697,0.444,0.019,0.609,0.972841901,15,"4483","1344","4483","1344",0.545,0.233010367,0.21448468,0.548051948,77.40931135,39.3,0.965355805
"423",1826,590,590,25,16,9035,6969,8105,0.526,-0.216,0.697,0.444,0.019,0.609,0.324074549,23,"5407","2849","19135","2849",0.333,0.378487073,0.552720932,0.527810061,2473.017508,37,1.035129677
"424",5925,710,700,32,15,12094,9454,10993,0.526,-0.216,0.697,0.444,0.019,0.609,0.366604478,9,"45758","3880","45758","3880",0.25,0.3514656,0.304985337,0.21466034,9714.982778,39.3,0.951847551
